nodes,granularity,max_depth,screen_width,screen_height,lower_left_x,lower_left_y,upper_right_x,upper_right_y,difficulty,Blocks
3,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
6,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
1,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
1,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
3,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
2,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
2,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
5,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
5,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
2,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
2,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
3,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
1,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
6,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
6,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
4,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
6,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
5,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
3,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
3,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
6,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
2,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
3,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
3,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
2,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
5,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
5,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
6,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
1,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
2,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
3,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
3,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
3,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
5,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
2,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
2,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
4,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
6,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
2,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
2,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
5,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
1,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
3,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
5,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
2,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
5,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
2,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
4,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
1,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
1,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
6,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.1
3,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.1
5,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.1
2,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
3,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
2,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
1,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
5,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
4,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
6,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
5,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
5,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
6,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
3,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
3,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
3,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
4,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
4,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
6,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
3,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
4,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
4,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
4,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
3,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
3,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
2,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
5,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
4,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
5,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
4,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
3,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
6,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
6,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
6,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
4,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
1,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
2,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
1,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
4,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
5,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
4,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
6,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
2,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
3,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
5,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
4,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
1,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
4,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
4,5,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
6,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
2,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
3,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
4,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
4,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,10,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
5,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
1,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
5,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
1,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
2,120,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
1,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
5,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
2,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
2,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
2,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
4,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
3,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
1,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
3,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
3,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
3,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
5,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
5,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
5,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
5,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
4,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
3,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
2,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
5,40,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
3,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
6,10,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
1,40,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
5,10,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
1,60,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
2,60,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
5,40,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
1,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
3,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,20,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
5,60,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
6,120,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
6,120,150000,1920,1080,-2.0,-1.125,2.0,1.125,default,.2
6,20,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.2
3,5,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.2
1,5,300000,1920,1080,0.250455424878192725363,0.000015964345669804373,0.250455424878194101568,0.000015964345670578497,hard,.3
5,20,1024,1920,1080,-0.005873612866112004283,-1.007323566937334392824,0.003830416542916253462,-1.001865048436934870673,easy,.3
