difficulty,num_nodes,granularity,trial_id,client_dequeue_first,client_dequeue_all,coord_discretized,coord_mpi_recv_first,coord_net_send_first,coord_mpi_recv_all,coord_net_send_all
default,5,20,5,0.002860726,3.005178165,0.001963297,0.002383953,0.002443138,3.004896970,3.004939317
default,5,20,6,0.002968524,2.982425246,0.001938995,0.002504252,0.002582245,2.981873390,2.981919045
default,5,20,7,0.002991258,2.984152217,0.001957062,0.002529976,0.002605946,2.983648805,2.983700870
default,5,20,8,0.002697003,2.981182664,0.001779408,0.002212347,0.002278612,2.980740946,2.980787425
default,5,20,9,0.002827257,2.978522891,0.001938950,0.002367264,0.002438251,2.978238990,2.978282447
default,5,20,10,0.002790107,2.984340679,0.001933299,0.002354066,0.002428501,2.983871595,2.983917535
default,5,40,1,0.001370552,3.015424026,0.000458240,0.000937419,0.001014875,3.014938359,3.014987617
default,5,40,2,0.001204136,3.017730456,0.000422051,0.000763923,0.000821469,3.017321983,3.017375258
default,5,40,3,0.001235323,3.022046641,0.000432122,0.000793273,0.000854512,3.021599646,3.021648784
default,5,40,4,0.001162804,3.017063036,0.000386421,0.000859993,0.000926792,3.016539497,3.016590413
default,5,40,5,0.001195312,3.017036463,0.000433619,0.000752526,0.000830243,3.016571588,3.016621270
default,5,40,6,0.001280194,3.020671659,0.000444305,0.000789782,0.000850709,3.020146481,3.020193696
default,5,40,7,0.001337311,3.018162988,0.000386847,0.000823736,0.000884111,3.017658175,3.017707246
default,5,40,8,0.001209101,3.016435959,0.000431818,0.000776628,0.000832781,3.015941683,3.015991345
default,5,40,9,0.001363466,3.014476063,0.000425263,0.000901190,0.000977942,3.013922469,3.013970973
default,5,40,10,0.001355616,3.021967375,0.000421531,0.000911640,0.000986709,3.021465674,3.021515257
default,5,60,1,0.001233056,3.289716212,0.000184866,0.000684532,0.000758684,3.289186879,3.289238191
default,5,60,2,0.001126462,3.289303156,0.000226269,0.000733771,0.000812426,3.288760999,3.288819774
default,5,60,3,0.001280845,3.288496539,0.000199006,0.000722894,0.000800695,3.287933261,3.287983565
default,5,60,4,0.001268954,3.283987509,0.000219463,0.000714850,0.000802760,3.283425913,3.283478351
default,5,60,5,0.001195432,3.283101802,0.000205996,0.000686788,0.000763772,3.282592891,3.282644358
default,5,60,6,0.001242238,3.288202379,0.000210770,0.000703724,0.000791279,3.287644337,3.287692567
default,5,60,7,0.001136166,3.288964766,0.000207796,0.000589748,0.000666657,3.288411681,3.288461531
default,5,60,8,0.001265588,3.287962074,0.000209845,0.000697298,0.000765254,3.287453291,3.287504346
default,5,60,9,0.001131964,3.296202333,0.000217203,0.000597970,0.000685510,3.295628238,3.295682657
default,5,60,10,0.001258238,3.292318193,0.000218333,0.000718899,0.000799264,3.291744148,3.291797026
default,5,120,1,0.001663351,12.817315632,0.000113899,0.000744239,0.000847848,12.816570755,12.816631763
default,5,120,2,0.001566186,12.816956288,0.000118125,0.000693749,0.000803373,12.816214619,12.816276013
default,5,120,3,0.001551515,12.819726761,0.000087687,0.000667380,0.000767040,12.818958289,12.819022684
default,5,120,4,0.001649751,12.818582985,0.000081956,0.000778323,0.000862154,12.817261068,12.817312581
default,5,120,5,0.001661456,12.817616187,0.000082528,0.000776806,0.000864446,12.816568443,12.816629933
default,5,120,6,0.001745718,12.818549614,0.000089700,0.000827549,0.000912754,12.816966194,12.817027257
default,5,120,7,0.001605680,12.822236134,0.000112371,0.000727179,0.000809542,12.821408712,12.821472163
default,5,120,8,0.001572578,12.819642414,0.000087279,0.000698887,0.000780740,12.818885315,12.818940903
default,5,120,9,0.001571901,12.818385361,0.000099209,0.000702166,0.000781880,12.817646175,12.817707931
default,5,120,10,0.001693232,12.819269917,0.000127131,0.000824711,0.000916499,12.818532518,12.818590859
default,6,5,1,0.032141600,12.840963555,0.031249656,0.031677182,0.031749983,12.840689233,12.840740437
default,6,5,2,0.031763098,12.835382848,0.030848260,0.031264731,0.031317167,12.835002043,12.835044076
default,6,5,3,0.032023705,13.046983209,0.031291548,0.031570458,0.031623320,13.046777781,13.046810471
default,6,5,4,0.031997446,12.909728780,0.031214510,0.031517792,0.031575365,12.909481073,12.909508465
default,6,5,5,0.032707440,12.955928052,0.031828151,0.032226212,0.032288739,12.955661161,12.955694888
default,6,5,6,0.035440906,13.030426024,0.034537255,0.034943964,0.035011747,13.030193354,13.030227339
default,6,5,7,0.031769954,12.993650277,0.030813839,0.031273074,0.031342552,12.993374248,12.993415294
default,6,5,8,0.032310193,12.831731953,0.031517019,0.031814662,0.031870396,12.831476337,12.831503549
default,6,5,9,0.032262515,12.965027345,0.031269481,0.031842553,0.031918022,12.964744612,12.964780631
default,6,5,10,0.032120107,12.732928042,0.031079571,0.031651779,0.031702972,12.732664567,12.732700374
default,6,10,1,0.010270006,4.152301350,0.009378019,0.009919803,0.009975686,4.152023664,4.152056205
default,6,10,2,0.008993986,4.295987609,0.007700541,0.008303416,0.008371570,4.295615739,4.295657788
default,6,10,3,0.008642387,4.200635588,0.007876178,0.008288451,0.008342927,4.200391251,4.200418183
default,6,10,4,0.008756252,4.333078498,0.007829455,0.008232208,0.008306501,4.332858513,4.332883306
default,6,10,5,0.008522592,4.093305648,0.007745292,0.008172173,0.008223278,4.093072551,4.093097807
default,6,10,6,0.008576000,4.264560967,0.007638119,0.008068166,0.008134818,4.264316313,4.264341784
default,6,10,7,0.008587400,4.218350077,0.007790074,0.008092061,0.008145666,4.218080392,4.218112781
default,6,10,8,0.008605904,4.094686468,0.007713090,0.008119668,0.008182467,4.094481659,4.094506919
default,6,10,9,0.007820746,4.360700322,0.007019142,0.007426336,0.007479267,4.360411041,4.360452330
default,6,10,10,0.008905609,4.204822817,0.007873362,0.008446088,0.008507117,4.160517447,4.160560890
default,6,20,1,0.002763123,2.589722729,0.001956156,0.002386664,0.002458366,2.589455306,2.589500947
default,6,20,2,0.003161569,2.604601731,0.002362384,0.002656061,0.002720925,2.604325625,2.604380696
default,6,20,3,0.002780442,2.566485032,0.001920693,0.002343575,0.002420613,2.566216979,2.566259464
default,6,20,4,0.002954862,2.560240957,0.001962258,0.002526348,0.002600485,2.559981939,2.560023844
default,6,20,5,0.002923920,2.548449601,0.001989237,0.002408925,0.002476373,2.548195125,2.548249268
default,6,20,6,0.003058255,2.562341593,0.001951724,0.002563507,0.002635510,2.562070054,2.562117554
default,6,20,7,0.002664939,2.601740870,0.001710602,0.002241062,0.002312130,2.601474127,2.601516663
default,6,20,8,0.003007110,2.575148084,0.001969827,0.002545096,0.002613274,2.574861815,2.574911573
default,6,20,9,0.002713839,2.584508638,0.001724182,0.002230290,0.002304169,2.584235655,2.584280196
default,6,20,10,0.002972243,2.574686598,0.001960281,0.002513533,0.002587887,2.574429399,2.574471000
default,6,40,1,0.001365867,2.906799167,0.000433892,0.000892820,0.000969816,2.906442993,2.906491738
default,6,40,2,0.001310578,2.904563843,0.000369469,0.000873492,0.000957857,2.904141230,2.904188731
default,6,40,3,0.001220870,2.908770562,0.000426428,0.000890503,0.000965210,2.908342450,2.908390889
default,6,40,4,0.001220738,2.918244563,0.000426997,0.000785074,0.000860621,2.917947315,2.918002192
default,6,40,5,0.001232247,2.905815547,0.000425143,0.000757422,0.000823646,2.905436501,2.905483504
default,6,40,6,0.001311907,2.908618362,0.000374520,0.000858877,0.000927284,2.908112953,2.908158163
default,6,40,7,0.001322224,2.907216435,0.000397484,0.000858778,0.000933148,2.906789011,2.906836495
default,6,40,8,0.001436751,2.906872700,0.000449033,0.000941007,0.001017749,2.906408893,2.906460850
default,6,40,9,0.001282966,2.912921219,0.000388925,0.000842463,0.000913104,2.912462103,2.912507643
default,6,40,10,0.001252478,2.904652999,0.000435672,0.000771171,0.000843196,2.904339523,2.904374767
default,6,60,1,0.001282730,3.248245478,0.000193093,0.000709559,0.000796549,3.247706679,3.247754504
default,6,60,2,0.008274730,3.248489135,0.000212479,0.003601990,0.003683323,3.243893977,3.243940741
default,6,60,3,0.001246506,3.240857402,0.000216640,0.000765717,0.000854177,3.240514399,3.240573476
default,6,60,4,0.001182715,3.237081693,0.000224591,0.000603169,0.000688700,3.236688165,3.236741646
default,6,60,5,0.001079684,3.245089018,0.000181581,0.000667627,0.000744271,3.244662842,3.244718291
default,6,60,6,0.001254821,3.240456509,0.000188415,0.000703261,0.000782795,3.240102676,3.240150538
default,6,60,7,0.001258330,3.242086253,0.000211404,0.000760873,0.000837805,3.241701017,3.241750222
default,6,60,8,0.001246053,3.238291007,0.000196333,0.000705342,0.000789281,3.237900829,3.237941363
default,6,60,9,0.001254748,3.241385974,0.000206640,0.000716765,0.000790796,3.241059666,3.241108471
default,6,60,10,0.001210090,3.241036325,0.000184902,0.000668286,0.000745175,3.240635663,3.240681764
default,6,120,1,0.001738507,12.830212920,0.000100762,0.000830700,0.000916548,12.829402536,12.829466945
default,6,120,2,0.001820884,12.843437927,0.000115539,0.000858667,0.000993919,12.842655285,12.842721021
default,6,120,3,0.001686803,12.818519434,0.000098509,0.000820692,0.000903643,12.817726577,12.817791283
default,6,120,4,0.001598744,12.817732475,0.000096313,0.000704291,0.000779243,12.816942833,12.817011588
default,6,120,5,0.001736486,12.820835284,0.000109671,0.000806231,0.000895519,12.820051565,12.820111195
default,6,120,6,0.001757454,12.820742337,0.000082551,0.000842375,0.000949207,12.820027009,12.820089976
default,6,120,7,0.001728531,12.820248659,0.000084506,0.000795851,0.000874236,12.819423120,12.819490676
default,6,120,8,0.001756032,12.820017159,0.000080999,0.000812552,0.000924678,12.819225156,12.819287807
default,6,120,9,0.001679775,12.825132542,0.000097826,0.000807205,0.000891112,12.824378756,12.824438722
default,6,120,10,0.001713591,12.817745322,0.000082483,0.000814748,0.000904134,12.816966384,12.817028967
easy,1,5,1,0.034422058,2.491858718,0.033683459,0.034030576,0.034085770,2.491577285,2.491603478
easy,1,5,2,0.034844875,2.027087577,0.034015585,0.034343608,0.034401332,1.985671233,1.985694942
easy,1,5,3,0.034549330,2.236875969,0.033805616,0.034124179,0.034190705,2.236597385,2.236622606
easy,1,5,4,0.037199947,2.122465870,0.036536764,0.036773739,0.036848549,2.122237492,2.122267225
easy,1,5,5,0.042813581,1.993087694,0.042030108,0.042381195,0.042449603,1.992799259,1.992823341
easy,1,5,6,0.034395784,2.183016206,0.033659210,0.033900434,0.033974278,2.182725568,2.182752615
easy,1,5,7,0.034484796,1.924650085,0.033777956,0.034123801,0.034186478,1.924322608,1.924360170
easy,1,5,8,0.034302981,1.976030339,0.033411905,0.033853274,0.033923261,1.975762021,1.975787154
easy,1,5,9,0.034737129,2.447249209,0.033923572,0.034236120,0.034314971,2.446951765,2.446996299
easy,1,5,10,0.018215312,1.666469442,0.017512985,0.017746257,0.017814376,1.666103389,1.666134373
easy,1,10,1,0.009373603,0.512363804,0.008512210,0.008856824,0.008920993,0.512066037,0.512092685
easy,1,10,2,0.009127441,0.586863807,0.008386921,0.008634967,0.008692532,0.586590348,0.586614745
easy,1,10,3,0.009155136,0.463852452,0.008389034,0.008639707,0.008715381,0.463566468,0.463593885
easy,1,10,4,0.009249627,0.559311083,0.008499163,0.008862285,0.008937940,0.559054737,0.559090780
easy,1,10,5,0.009329775,0.517943392,0.008467009,0.008818112,0.008885211,0.517656957,0.517690868
easy,1,10,6,0.009221156,0.498122158,0.008423215,0.008788089,0.008855082,0.497885110,0.497917709
easy,1,10,7,0.009343960,0.463031777,0.008485048,0.008853051,0.008921864,0.462744707,0.462776331
easy,1,10,8,0.011347997,0.523598693,0.010423466,0.010820557,0.010872001,0.523359473,0.523396024
easy,1,10,9,0.009888093,0.455751858,0.009068660,0.009452273,0.009519058,0.455515651,0.455545158
easy,1,10,10,0.009209639,0.584025138,0.008406997,0.008797925,0.008841741,0.583814324,0.583841688
easy,1,20,1,0.002941812,0.129652944,0.002136009,0.002521354,0.002592472,0.129368359,0.129407729
easy,1,20,2,0.002834047,0.129692921,0.002084103,0.002457003,0.002529850,0.129392745,0.129481700
easy,1,20,3,0.002947693,0.120558095,0.002085054,0.002459232,0.002532214,0.120274526,0.120309416
easy,1,20,4,0.003622355,0.119252152,0.002604068,0.003184308,0.003259702,0.119039242,0.119070654
easy,1,20,5,0.003503223,0.117800363,0.002606606,0.003016128,0.003085384,0.117387016,0.117563896
easy,1,20,6,0.002929517,0.117032193,0.002111992,0.002483574,0.002561409,0.116103984,0.116817620
easy,1,20,7,0.002934853,0.117483551,0.002118003,0.002564692,0.002644947,0.117158194,0.117258727
easy,1,20,8,0.002989930,0.117253176,0.002116221,0.002513765,0.002586131,0.116987357,0.117044575
easy,1,20,9,0.001863410,0.109162657,0.001150917,0.001395894,0.001442941,0.108874533,0.108900085
easy,1,20,10,0.002903479,0.115904926,0.002097266,0.002464649,0.002537703,0.114153532,0.115689771
easy,1,40,1,0.001216717,0.073669139,0.000312146,0.000697337,0.000754211,0.037743096,0.056917072
easy,1,40,2,0.001495665,0.074240384,0.000491254,0.000997531,0.001079893,0.039211673,0.059540116
easy,1,40,3,0.001892725,0.074573245,0.000723790,0.001396649,0.001454782,0.040638829,0.058067263
easy,1,40,4,0.001456821,0.074125278,0.000469959,0.000975527,0.001036864,0.039021092,0.055723485
easy,1,40,5,0.001500032,0.074089665,0.000497867,0.001000899,0.001072598,0.039161414,0.058973088
easy,1,40,6,0.001300891,0.073544623,0.000477410,0.000852949,0.000917340,0.038841340,0.056212080
easy,1,40,7,0.001461573,0.074116147,0.000467054,0.000980606,0.001052670,0.040378323,0.057895662
easy,1,40,8,0.001303018,0.073551649,0.000473122,0.000868963,0.000938535,0.038655134,0.054948869
easy,1,40,9,0.001139910,0.073519809,0.000297405,0.000644296,0.000708572,0.038801526,0.056949307
easy,1,40,10,0.001487145,0.074129262,0.000482170,0.000985028,0.001046421,0.044168627,0.056408112
easy,1,60,1,0.001373081,0.072296765,0.000236983,0.000864256,0.000954153,0.022749732,0.054134256
easy,1,60,2,0.001430005,0.072346042,0.000248111,0.000881000,0.000956170,0.022606683,0.058066252
easy,1,60,3,0.001267990,0.072060370,0.000220808,0.000726144,0.000789390,0.021909426,0.055153424
easy,1,60,4,0.001245312,0.072272792,0.000238419,0.000875498,0.000938649,0.022775852,0.055201451
easy,1,60,5,0.001421566,0.072312920,0.000246797,0.000876274,0.000965746,0.022593808,0.054759624
easy,1,60,6,0.001270883,0.072078377,0.000226838,0.000730060,0.000809069,0.022099982,0.055136681
easy,1,60,7,0.001237087,0.072220518,0.000238378,0.000863990,0.000933244,0.027211940,0.056793890
easy,1,60,8,0.001396903,0.072230103,0.000242545,0.000855618,0.000928671,0.027419110,0.057563741
easy,1,60,9,0.001340351,0.072319487,0.000213930,0.000851404,0.000936844,0.022465134,0.055501976
easy,1,60,10,0.001409117,0.072296278,0.000232000,0.000867337,0.000939407,0.022486740,0.054632800
easy,1,120,1,0.002359043,0.072441329,0.000103672,0.001463497,0.001564251,0.014156353,0.055601905
easy,1,120,2,0.002231975,0.072343693,0.000103093,0.001376190,0.001461801,0.012300199,0.057803753
easy,1,120,3,0.002353482,0.072438177,0.000096723,0.001460912,0.001561244,0.012716052,0.058312159
easy,1,120,4,0.002392760,0.072476541,0.000096384,0.001392274,0.001522373,0.012608796,0.056116251
easy,1,120,5,0.002355007,0.072453205,0.000090951,0.001449704,0.001539150,0.012763379,0.054932725
easy,1,120,6,0.002401854,0.072506287,0.000102713,0.001469008,0.001573873,0.012904014,0.053355255
easy,1,120,7,0.002309630,0.072438813,0.000107862,0.001378403,0.001479595,0.012344813,0.054852817
easy,1,120,8,0.002330344,0.072449817,0.000120860,0.001477002,0.001567017,0.012592202,0.054907534
easy,1,120,9,0.002327764,0.072432304,0.000112510,0.001395233,0.001484309,0.012318522,0.055676760
easy,1,120,10,0.002389974,0.072401667,0.000098476,0.001446207,0.001529201,0.012885571,0.054090315
easy,2,5,1,0.032940410,6.703571097,0.032032778,0.032447968,0.032500500,6.703274363,6.703298803
easy,2,5,2,0.030711501,6.512233473,0.029741117,0.030253343,0.030321027,6.511998233,6.512025171
easy,2,5,3,0.032938008,6.550238484,0.032118123,0.032516742,0.032572518,6.550013711,6.550042221
easy,2,5,4,0.032586983,6.527371336,0.031912224,0.032136455,0.032195372,6.527078335,6.527114388
easy,2,5,5,0.040661973,6.725341553,0.039830400,0.040277204,0.040344412,6.725083233,6.725109700
easy,2,5,6,0.033477485,6.570052952,0.032762692,0.033041218,0.033095203,6.569835658,6.569863173
easy,2,5,7,0.040741549,6.571916352,0.039903687,0.040310128,0.040364936,6.571654142,6.571688889
easy,2,5,8,0.030533291,6.833132217,0.029761851,0.030159186,0.030228083,6.832902781,6.832929307
easy,2,5,9,0.033420432,7.069212712,0.032616935,0.033012829,0.033071899,7.068990603,7.069019793
easy,2,5,10,0.033113627,6.913494804,0.032242645,0.032644295,0.032704115,6.913276559,6.913304650
easy,2,10,1,0.008894695,1.748552099,0.008130677,0.008410875,0.008478625,1.748262834,1.748302146
easy,2,10,2,0.008838528,1.680247168,0.008023158,0.008400470,0.008459489,1.679961137,1.680002919
easy,2,10,3,0.008920821,1.670140290,0.008089803,0.008501921,0.008553457,1.669916868,1.669942695
easy,2,10,4,0.009052601,1.661105331,0.008131436,0.008577462,0.008634536,1.660825337,1.660862527
easy,2,10,5,0.009679408,1.756219123,0.007996068,0.008399975,0.008454559,1.755419742,1.755453667
easy,2,10,6,0.008752516,1.664004100,0.007975341,0.008262879,0.008309125,1.663743963,1.663776616
easy,2,10,7,0.009028231,1.697064211,0.008156135,0.008538377,0.008597707,1.696833791,1.696871632
easy,2,10,8,0.008797283,1.707250602,0.007937159,0.008261712,0.008333570,1.706997787,1.707024394
easy,2,10,9,0.008864163,1.702283272,0.008030510,0.008459110,0.008523477,1.702020561,1.702053448
easy,2,10,10,0.008830850,1.670524129,0.008102423,0.008503774,0.008561162,1.670248031,1.670280626
easy,2,20,1,0.002816496,0.439725480,0.001877774,0.002340458,0.002406507,0.439458542,0.439512229
easy,2,20,2,0.002755535,0.442820562,0.002012903,0.002319058,0.002385334,0.442528339,0.442576532
easy,2,20,3,0.002741701,0.438204839,0.001844870,0.002299311,0.002363002,0.437914316,0.437959728
easy,2,20,4,0.002695143,0.434494546,0.001999993,0.002312135,0.002386747,0.434225581,0.434271630
easy,2,20,5,0.002941839,0.434995990,0.002031833,0.002485019,0.002557343,0.434742537,0.434789307
easy,2,20,6,0.002738960,0.439968741,0.001873893,0.002318022,0.002382689,0.439728047,0.439762761
easy,2,20,7,0.002944651,0.443887664,0.002018401,0.002461669,0.002522970,0.443642080,0.443675510
easy,2,20,8,0.002918307,0.470417993,0.002033949,0.002465643,0.002529623,0.470134891,0.470196897
easy,2,20,9,0.002796283,0.500909322,0.002015504,0.002345869,0.002408534,0.500619317,0.500660568
easy,2,20,10,0.002867502,0.437843196,0.002011356,0.002443519,0.002503321,0.437580351,0.437620858
easy,2,40,1,0.001309095,0.115205192,0.000445689,0.000857526,0.000914321,0.114780254,0.114809472
easy,2,40,2,0.001301236,0.111668181,0.000433066,0.000837828,0.000897649,0.111112720,0.111166952
easy,2,40,3,0.001354263,0.124107466,0.000403838,0.000807233,0.000914355,0.123334163,0.123377756
easy,2,40,4,0.001344253,0.138931138,0.000455364,0.000878928,0.000946509,0.138633262,0.138684119
easy,2,40,5,0.001501680,0.113926331,0.000482806,0.001018204,0.001075980,0.113386399,0.113417717
easy,2,40,6,0.001402857,0.112066512,0.000408936,0.000937213,0.001000961,0.111529665,0.111569580
easy,2,40,7,0.001483746,0.114479560,0.000431596,0.000989534,0.001050224,0.114093344,0.114146928
easy,2,40,8,0.001346615,0.112819396,0.000385438,0.000903673,0.000978661,0.112393277,0.112435182
easy,2,40,9,0.001268074,0.114918197,0.000425587,0.000851269,0.000911122,0.114478499,0.114508365
easy,2,40,10,0.001447847,0.114425818,0.000413693,0.000949620,0.001022268,0.113980435,0.114024858
easy,2,60,1,0.001306277,0.073211294,0.000226082,0.000786452,0.000848760,0.058804958,0.058827227
easy,2,60,2,0.001447182,0.073998836,0.000218341,0.000877838,0.000964421,0.060956138,0.060978351
easy,2,60,3,0.001433710,0.074683864,0.000213370,0.000890846,0.000958565,0.060872157,0.060924869
easy,2,60,4,0.001226454,0.072927434,0.000202731,0.000694004,0.000759871,0.059492783,0.059519595
easy,2,60,5,0.001313349,0.073937855,0.000189446,0.000841261,0.000919616,0.059173462,0.059198907
easy,2,60,6,0.001252719,0.072898644,0.000196120,0.000715403,0.000781899,0.058083518,0.058112055
easy,2,60,7,0.001328022,0.073882872,0.000200112,0.000845551,0.000912225,0.059987010,0.060027982
easy,2,60,8,0.001403425,0.074039590,0.000210330,0.000853398,0.000923439,0.059567553,0.059590009
easy,2,60,9,0.001411614,0.075022438,0.000217996,0.000867239,0.000938732,0.067757189,0.067781960
easy,2,60,10,0.001261186,0.072879308,0.000208851,0.000736599,0.000819433,0.058256349,0.058287520
easy,2,120,1,0.002410927,0.072528962,0.000101298,0.001490628,0.001592845,0.030251655,0.053975293
easy,2,120,2,0.002131850,0.072251082,0.000103946,0.001367493,0.001445933,0.030003959,0.055251944
easy,2,120,3,0.002463727,0.072552239,0.000104837,0.001523509,0.001638238,0.029996936,0.053736054
easy,2,120,4,0.002443250,0.072540671,0.000102553,0.001516707,0.001631531,0.030367488,0.053708082
easy,2,120,5,0.002362341,0.072525375,0.000108045,0.001514884,0.001619430,0.030646175,0.053454672
easy,2,120,6,0.002268820,0.072339395,0.000102845,0.001372193,0.001449666,0.030652990,0.057833480
easy,2,120,7,0.002361218,0.072439578,0.000118486,0.001393543,0.001476645,0.029667413,0.053240675
easy,2,120,8,0.002394849,0.072483351,0.000101193,0.001473423,0.001553079,0.029983022,0.054195364
easy,2,120,9,0.002454747,0.072547687,0.000108483,0.001526368,0.001607788,0.030124510,0.058109004
easy,2,120,10,0.002401697,0.072496471,0.000094452,0.001487997,0.001570602,0.030114074,0.053219418
easy,3,5,1,0.032380930,8.906668722,0.031531493,0.031977786,0.032036875,8.906388291,8.906431836
easy,3,5,2,0.032540108,8.741656832,0.031728698,0.032026513,0.032084318,8.741352571,8.741386741
easy,3,5,3,0.031892715,8.869037923,0.031051768,0.031452955,0.031508067,8.825448454,8.825474876
easy,3,5,4,0.032440315,9.041949603,0.031603388,0.032015546,0.032073645,9.001201287,9.001227042
easy,3,5,5,0.029830673,8.810951607,0.029070750,0.029378366,0.029450343,8.810667906,8.810706134
easy,3,5,6,0.032587487,9.254286931,0.031878807,0.032158858,0.032213705,9.254076259,9.254102949
easy,3,5,7,0.032772741,9.038565874,0.031895158,0.032290734,0.032343969,9.038273722,9.038303520
easy,3,5,8,0.040505275,9.368917910,0.039591373,0.040008827,0.040066183,9.368693613,9.368720965
easy,3,5,9,0.032061942,9.000078154,0.031176409,0.031582103,0.031639546,8.999789298,8.999816129
easy,3,5,10,0.032689988,9.062306023,0.031791268,0.032201457,0.032263900,9.062097416,9.062125430
easy,3,10,1,0.008738162,2.221958327,0.007102144,0.008280400,0.008336568,2.221706374,2.221731410
easy,3,10,2,0.008882716,2.198783892,0.007819570,0.008391345,0.008449053,2.198578108,2.198603832
easy,3,10,3,0.008664285,2.113068876,0.007894348,0.008179709,0.008234513,2.112792905,2.112825564
easy,3,10,4,0.008048950,2.164519848,0.007152330,0.007571264,0.007633725,2.164224470,2.164259575
easy,3,10,5,0.008772812,2.231379729,0.007932685,0.008331309,0.008384341,2.231095354,2.231135361
easy,3,10,6,0.008732692,2.162010153,0.007905109,0.008316114,0.008373694,2.161769396,2.161794621
easy,3,10,7,0.008722385,2.193945502,0.008031771,0.008339252,0.008388988,2.193726691,2.193750760
easy,3,10,8,0.007964262,2.345693287,0.007244358,0.007550544,0.007611208,2.345493299,2.345521483
easy,3,10,9,0.008961382,2.236342515,0.007913536,0.008458159,0.008513243,2.236047252,2.236079739
easy,3,10,10,0.008957179,2.202627072,0.007917137,0.008514028,0.008565621,2.202412536,2.202437729
easy,3,20,1,0.002733883,0.582744193,0.001970445,0.002297597,0.002358940,0.582501936,0.582546801
easy,3,20,2,0.002915956,0.555235588,0.001995589,0.002452295,0.002522766,0.555023109,0.555057917
easy,3,20,3,0.002651851,0.562773150,0.001946657,0.002258244,0.002324516,0.562545459,0.562574918
easy,3,20,4,0.002708341,0.560667433,0.001819492,0.002284755,0.002356542,0.560432649,0.560465192
easy,3,20,5,0.002814926,0.558120613,0.001964993,0.002390533,0.002459023,0.557860664,0.557902575
easy,3,20,6,0.002749633,0.562219786,0.001813529,0.002271082,0.002343901,0.561951747,0.562000049
easy,3,20,7,0.002956184,0.561184923,0.001965590,0.002546266,0.002617762,0.560962779,0.560997703
easy,3,20,8,0.002788342,0.559749042,0.002034699,0.002341622,0.002410102,0.559471256,0.559516168
easy,3,20,9,0.003221607,0.631227669,0.002359273,0.002811338,0.002889817,0.630961223,0.631003309
easy,3,20,10,0.003018755,0.569998297,0.001974132,0.002543245,0.002612764,0.569730766,0.569780818
easy,3,40,1,0.001413544,0.176466885,0.000433494,0.000967241,0.001045898,0.175818571,0.175873283
easy,3,40,2,0.001406866,0.153326384,0.000435704,0.000978330,0.001044197,0.152858240,0.152888527
easy,3,40,3,0.001335507,0.150688977,0.000415913,0.000831015,0.000886640,0.150122941,0.150161870
easy,3,40,4,0.001522556,0.154447959,0.000469029,0.001024831,0.001084943,0.153886640,0.153922429
easy,3,40,5,0.001450068,0.153311433,0.000427813,0.000937427,0.000999724,0.152802694,0.152824220
easy,3,40,6,0.001425037,0.166865131,0.000451712,0.000960755,0.001025125,0.166424933,0.166465583
easy,3,40,7,0.001356305,0.157266668,0.000440558,0.000867739,0.000924170,0.156726364,0.156776012
easy,3,40,8,0.001180700,0.167207184,0.000293964,0.000664753,0.000708612,0.166455586,0.166484598
easy,3,40,9,0.001460629,0.151628292,0.000425917,0.000992380,0.001051279,0.151145291,0.151166630
easy,3,40,10,0.001422697,0.151305786,0.000421840,0.000975430,0.001042135,0.150810530,0.150842612
easy,3,60,1,0.001368569,0.078419166,0.000217826,0.000882375,0.000952744,0.077428198,0.077465198
easy,3,60,2,0.001238757,0.078563666,0.000209827,0.000751329,0.000825862,0.077565997,0.077617940
easy,3,60,3,0.001233544,0.084371863,0.000130769,0.000674688,0.000762259,0.082976574,0.082992756
easy,3,60,4,0.001349112,0.079983652,0.000202334,0.000873600,0.000945281,0.078973780,0.079022929
easy,3,60,5,0.001227411,0.083240769,0.000208824,0.000725991,0.000788419,0.082394030,0.082431310
easy,3,60,6,0.001388465,0.080389065,0.000197671,0.000869573,0.000936366,0.079408048,0.079449388
easy,3,60,7,0.001431116,0.078281406,0.000202013,0.000873945,0.000952391,0.077659287,0.077703394
easy,3,60,8,0.001370787,0.081284339,0.000206483,0.000888513,0.000974178,0.080285179,0.080329245
easy,3,60,9,0.001380514,0.079251876,0.000204202,0.000876564,0.000967063,0.078266677,0.078351890
easy,3,60,10,0.001406175,0.087321807,0.000194214,0.000894924,0.000981851,0.086545349,0.086597427
easy,3,120,1,0.002397206,0.072468555,0.000098973,0.001521675,0.001613301,0.032839085,0.054377695
easy,3,120,2,0.002275893,0.072332182,0.000084866,0.001399639,0.001479276,0.037330524,0.053195035
easy,3,120,3,0.002309009,0.072333980,0.000114167,0.001415694,0.001495245,0.038163728,0.054226749
easy,3,120,4,0.002426914,0.072511077,0.000110603,0.001544916,0.001625996,0.035665524,0.052779839
easy,3,120,5,0.002394078,0.072498754,0.000088200,0.001509748,0.001594971,0.032148192,0.052851424
easy,3,120,6,0.002403798,0.072459529,0.000088487,0.001512592,0.001626393,0.036652947,0.055733554
easy,3,120,7,0.002295942,0.072394050,0.000089860,0.001390519,0.001477363,0.036668778,0.055223716
easy,3,120,8,0.002406236,0.072513248,0.000091978,0.001531063,0.001609449,0.036478825,0.055335217
