difficulty,num_nodes,granularity,trial_id,client_dequeue_first,client_dequeue_all,coord_discretized,coord_mpi_recv_first,coord_net_send_first,coord_mpi_recv_all,coord_net_send_all
easy,3,120,9,0.002425341,0.072503447,0.000093651,0.001515323,0.001600384,0.033781939,0.057196982
easy,3,120,10,0.002384578,0.072432306,0.000095418,0.001494094,0.001584670,0.035730237,0.056727727
easy,4,5,1,0.032924280,10.754272458,0.031922234,0.032469618,0.032522366,10.754013922,10.754049274
easy,4,5,2,0.032664969,10.261101130,0.031734732,0.032162593,0.032231089,10.260816200,10.260846294
easy,4,5,3,0.032497344,10.439528464,0.031788215,0.032076671,0.032133069,10.439253692,10.439294706
easy,4,5,4,0.032938807,10.706231109,0.031907847,0.032449145,0.032509393,10.705944052,10.705985727
easy,4,5,5,0.029501215,10.619768884,0.028590243,0.029084013,0.029156573,10.619491828,10.619533048
easy,4,5,6,0.032203710,11.087414800,0.031367226,0.031781389,0.031833464,11.087214964,11.087243551
easy,4,5,7,0.018214856,11.884256246,0.017416358,0.017669370,0.017743391,11.883849370,11.883890514
easy,4,5,8,0.032368129,10.605463372,0.031606293,0.031884218,0.031959378,10.605219586,10.605247696
easy,4,5,9,0.032790396,10.970044365,0.031950658,0.032349546,0.032419556,10.969765642,10.969803633
easy,4,5,10,0.029553408,10.944000041,0.028554539,0.029047411,0.029104870,10.943716310,10.943757369
easy,4,10,1,0.007943553,2.762783195,0.007114849,0.007521914,0.007579844,2.719061978,2.719087908
easy,4,10,2,0.007872998,2.699358850,0.007045298,0.007547387,0.007609355,2.699088665,2.699121270
easy,4,10,3,0.008751613,2.647647752,0.007881433,0.008279060,0.008332146,2.647416194,2.647441715
easy,4,10,4,0.008928377,2.789102212,0.008001574,0.008427581,0.008490011,2.788772187,2.788811853
easy,4,10,5,0.008730792,2.842552429,0.007849331,0.008290882,0.008348959,2.842332125,2.842356837
easy,4,10,6,0.008546754,2.418583353,0.007821695,0.008092319,0.008151220,2.418324775,2.418350749
easy,4,10,7,0.010339331,2.714521579,0.009626509,0.009915518,0.009977551,2.673317283,2.673344309
easy,4,10,8,0.008881305,2.638009313,0.007913370,0.008457359,0.008520402,2.637815822,2.637855077
easy,4,10,9,0.008565513,2.657156180,0.007915903,0.008237639,0.008282168,2.656922593,2.656946492
easy,4,10,10,0.007932385,2.731861948,0.007086777,0.007510387,0.007564662,2.731613979,2.731638146
easy,4,20,1,0.002752510,0.764245378,0.001980960,0.002427610,0.002497162,0.763967505,0.764014486
easy,4,20,2,0.002688440,0.654649364,0.001825992,0.002278647,0.002347312,0.654374928,0.654422926
easy,4,20,3,0.003241960,0.664981901,0.001993591,0.002435986,0.002504119,0.664183758,0.664216592
easy,4,20,4,0.002894744,0.695434550,0.001984669,0.002460133,0.002529462,0.695213525,0.695245182
easy,4,20,5,0.002653118,0.661873724,0.001757296,0.002206661,0.002272058,0.661647013,0.661694113
easy,4,20,6,0.002835427,0.732616498,0.001970538,0.002398066,0.002463860,0.732342627,0.732388700
easy,4,20,7,0.002818038,0.796777706,0.002008329,0.002365198,0.002436994,0.796469865,0.796515636
easy,4,20,8,0.002890372,0.713620905,0.001983315,0.002433922,0.002502751,0.713386604,0.713450631
easy,4,20,9,0.002857966,0.728243591,0.001953005,0.002415182,0.002486093,0.727977584,0.728009816
easy,4,20,10,0.002843368,0.740271780,0.001962557,0.002417950,0.002496875,0.740011626,0.740054391
easy,4,40,1,0.001415055,0.174885996,0.000457439,0.000991931,0.001053742,0.174624223,0.174658193
easy,4,40,2,0.001418383,0.178156821,0.000444176,0.001006014,0.001079047,0.177919618,0.177949313
easy,4,40,3,0.001299793,0.172678079,0.000449380,0.000884694,0.000943694,0.172433966,0.172471699
easy,4,40,4,0.001409323,0.179972461,0.000443566,0.000933530,0.001013629,0.179667620,0.179707402
easy,4,40,5,0.001410963,0.176215525,0.000414827,0.000945351,0.001011965,0.175923439,0.175971376
easy,4,40,6,0.001304372,0.175319796,0.000424962,0.000964308,0.001036218,0.175066262,0.175107182
easy,4,40,7,0.001321687,0.188148186,0.000416880,0.000844326,0.000909095,0.187889335,0.187918476
easy,4,40,8,0.001494356,0.177787184,0.000445648,0.000997597,0.001060860,0.177492564,0.177538635
easy,4,40,9,0.001336211,0.179458578,0.000399810,0.000828579,0.000898890,0.179178756,0.179220276
easy,4,40,10,0.001449325,0.176920940,0.000424628,0.000959982,0.001028064,0.176685941,0.176715568
easy,4,60,1,0.001405834,0.090427124,0.000203323,0.000856238,0.000926831,0.089749391,0.089790903
easy,4,60,2,0.001333755,0.088542981,0.000203160,0.000861464,0.000928418,0.087782741,0.087821963
easy,4,60,3,0.001383194,0.089270511,0.000222815,0.000884845,0.000956571,0.088487463,0.088532028
easy,4,60,4,0.001462452,0.090910735,0.000213164,0.000881492,0.000967572,0.090397193,0.090436143
easy,4,60,5,0.001240686,0.091401084,0.000234312,0.000753494,0.000815409,0.090629724,0.090667779
easy,4,60,6,0.001451837,0.092109130,0.000216834,0.000903090,0.000992103,0.091414524,0.091444686
easy,4,60,7,0.001237848,0.089465699,0.000221210,0.000750388,0.000814194,0.088701042,0.088747533
easy,4,60,8,0.001336362,0.093205667,0.000237275,0.000792918,0.000857354,0.092404011,0.092440128
easy,4,60,9,0.001431799,0.090383991,0.000206389,0.000888337,0.000958455,0.089747004,0.089783220
easy,4,60,10,0.001378559,0.091069923,0.000190486,0.000839771,0.000909843,0.090382628,0.090431245
easy,4,120,1,0.002455999,0.072520938,0.000095816,0.001534534,0.001626217,0.039804613,0.054693781
easy,4,120,2,0.002440310,0.072469946,0.000091932,0.001523641,0.001602746,0.038119561,0.058097326
easy,4,120,3,0.002213895,0.072265134,0.000067440,0.001331775,0.001411944,0.035545663,0.055842230
easy,4,120,4,0.002325658,0.072431450,0.000100621,0.001403362,0.001483461,0.040128933,0.053823819
easy,4,120,5,0.002259202,0.072350608,0.000104518,0.001389150,0.001470005,0.037758497,0.054472181
easy,4,120,6,0.002508578,0.072569524,0.000097891,0.001519619,0.001686548,0.037716900,0.055489813
easy,4,120,7,0.002353563,0.072475775,0.000078796,0.001474901,0.001566658,0.041066174,0.057277734
easy,4,120,8,0.002401472,0.072502572,0.000091651,0.001499554,0.001583736,0.036792111,0.055735149
easy,4,120,9,0.002394912,0.072498018,0.000082511,0.001507364,0.001589147,0.037398808,0.058066279
easy,4,120,10,0.002427647,0.072592634,0.000126926,0.001521543,0.001607701,0.038819534,0.053855943
easy,5,5,1,0.031932814,11.851085646,0.031044890,0.031463132,0.031511714,11.850814121,11.850849196
easy,5,5,2,0.032714880,11.964212723,0.031822762,0.032235556,0.032302873,11.963931856,11.963967200
easy,5,5,3,0.035210913,11.892711811,0.034232135,0.034732939,0.034798791,11.892501560,11.892530324
easy,5,5,4,0.031847098,11.880597956,0.031055812,0.031439091,0.031505408,11.880405404,11.880433230
easy,5,5,5,0.032722266,12.080478286,0.031796594,0.032222759,0.032278527,12.080149590,12.080197571
easy,5,5,6,0.032470081,12.221426703,0.031753208,0.032045946,0.032098400,12.221204905,12.221247781
easy,5,5,7,0.029163785,12.589680031,0.028271336,0.028700803,0.028762413,12.589400052,12.589438085
easy,5,5,8,0.032068020,11.847387563,0.031392925,0.031687659,0.031756578,11.847104759,11.847143358
easy,5,5,9,0.031919717,12.248071848,0.031155997,0.031438591,0.031494254,12.247739186,12.247780320
easy,5,5,10,0.029516757,11.942777014,0.028390841,0.029030396,0.029095885,11.942478347,11.942518545
easy,5,10,1,0.008627077,2.875187883,0.007746207,0.008156767,0.008221744,2.874987532,2.875012181
easy,5,10,2,0.008155976,3.155006686,0.007128583,0.007732940,0.007795915,3.154732072,3.154769241
easy,5,10,3,0.008680812,3.087750786,0.007742502,0.008172694,0.008230466,3.087417217,3.087448836
easy,5,10,4,0.008706216,2.912141102,0.007884818,0.008205912,0.008265031,2.911862316,2.911903950
easy,5,10,5,0.008610857,2.839977864,0.007739584,0.008139123,0.008185646,2.839719709,2.839744287
easy,5,10,6,0.008481721,2.984644641,0.007739032,0.008045274,0.008105381,2.984282922,2.984318073
easy,5,10,7,0.008519535,2.960528898,0.007760723,0.008057802,0.008122418,2.960315499,2.960339504
easy,5,10,8,0.008674027,3.046630592,0.007757464,0.008202018,0.008269265,3.046347522,3.046386903
easy,5,10,9,0.008217008,2.844328620,0.007078164,0.007707758,0.007764881,2.844043156,2.844074954
easy,5,10,10,0.008756907,2.891338263,0.007827763,0.008245743,0.008307270,2.891055210,2.891087056
easy,5,20,1,0.002916892,0.744874298,0.001950528,0.002415713,0.002481364,0.744572821,0.744623749
easy,5,20,2,0.002708658,0.745374043,0.001931064,0.002256980,0.002318914,0.745097337,0.745139523
easy,5,20,3,0.002642379,0.747620241,0.001900505,0.002222048,0.002282550,0.747359319,0.747396778
easy,5,20,4,0.002854680,0.816919259,0.001943149,0.002395791,0.002463747,0.816638046,0.816690634
easy,5,20,5,0.002828709,0.747721000,0.001939300,0.002382112,0.002453098,0.747502546,0.747534735
easy,5,20,6,0.002901334,0.753387109,0.001984897,0.002425069,0.002487234,0.753111637,0.753153680
easy,5,20,7,0.002718462,0.793243758,0.001963606,0.002284773,0.002349636,0.792968419,0.793016395
easy,5,20,8,0.002695696,0.842263489,0.001948594,0.002251876,0.002312377,0.842049730,0.842080134
easy,5,20,9,0.002675173,0.852285361,0.001967723,0.002273097,0.002332426,0.852011611,0.852050674
easy,5,20,10,0.002671217,0.743735423,0.001935190,0.002242523,0.002305463,0.743521620,0.743565979
easy,5,40,1,0.001449491,0.193999356,0.000424677,0.000955689,0.001013634,0.193700472,0.193746316
easy,5,40,2,0.001325429,0.196287773,0.000416655,0.000832749,0.000896065,0.196014123,0.196058517
easy,5,40,3,0.001302976,0.196363804,0.000409479,0.000968151,0.001039446,0.196073543,0.196131048
easy,5,40,4,0.001373906,0.198650162,0.000428203,0.000941316,0.000993757,0.198409059,0.198439181
easy,5,40,5,0.001443915,0.196468566,0.000448827,0.000971332,0.001039626,0.196222869,0.196251747
easy,5,40,6,0.001277326,0.196644251,0.000449598,0.000969559,0.001034209,0.196396316,0.196433260
easy,5,40,7,0.001427081,0.217106371,0.000429578,0.000973825,0.001029551,0.216836902,0.216876777
easy,5,40,8,0.001384741,0.196252926,0.000382640,0.000902250,0.000959070,0.195975360,0.196011947
easy,5,40,9,0.001408549,0.197888192,0.000449872,0.000979752,0.001049831,0.197647181,0.197698949
easy,5,40,10,0.001457298,0.194534617,0.000384419,0.000933232,0.001007795,0.194274588,0.194304379
easy,5,60,1,0.001452309,0.105844958,0.000218411,0.000907610,0.000998243,0.105520500,0.105563705
easy,5,60,2,0.001298731,0.099357856,0.000221168,0.000777014,0.000845720,0.099026865,0.099078184
easy,5,60,3,0.001282005,0.104030498,0.000233360,0.000790961,0.000862076,0.103710270,0.103747786
easy,5,60,4,0.001428674,0.098147142,0.000226628,0.000892869,0.000955168,0.097815474,0.097849573
easy,5,60,5,0.001295356,0.101516465,0.000214523,0.000737179,0.000802762,0.101184190,0.101214534
easy,5,60,6,0.001182534,0.104111680,0.000199601,0.000747152,0.000812717,0.103800711,0.103831985
easy,5,60,7,0.001232838,0.100175575,0.000183658,0.000849163,0.000930566,0.099851799,0.099888545
easy,5,60,8,0.001396453,0.104548143,0.000218161,0.000850302,0.000926284,0.104207204,0.104244947
easy,5,60,9,0.001418641,0.101690090,0.000204090,0.000883692,0.000950031,0.101364452,0.101394998
easy,5,60,10,0.001278703,0.104057026,0.000217052,0.000748954,0.000824124,0.103740388,0.103771815
easy,5,120,1,0.002308190,0.072424186,0.000102355,0.001412864,0.001496028,0.042882536,0.052839468
easy,5,120,2,0.002486135,0.072591672,0.000115102,0.001542846,0.001638324,0.044159039,0.053938546
easy,5,120,3,0.002262544,0.072340465,0.000088805,0.001382589,0.001469539,0.045278841,0.057953435
easy,5,120,4,0.002458514,0.072547236,0.000098906,0.001520384,0.001642272,0.044337107,0.058031968
easy,5,120,5,0.002437624,0.072530608,0.000082378,0.001528573,0.001608065,0.043070813,0.057671542
easy,5,120,6,0.002273049,0.072342589,0.000103113,0.001387586,0.001480255,0.044096516,0.052638376
easy,5,120,7,0.002472914,0.072561088,0.000081173,0.001529652,0.001636560,0.042536866,0.053148759
easy,5,120,8,0.002447314,0.072554953,0.000106999,0.001546530,0.001650979,0.043108937,0.057612160
easy,5,120,9,0.002427653,0.072495116,0.000088246,0.001501383,0.001582321,0.043221301,0.054682020
easy,5,120,10,0.002304073,0.072359518,0.000096675,0.001414152,0.001497580,0.046088712,0.056202660
easy,6,5,1,0.029035240,12.844301788,0.028102591,0.028500103,0.028630125,12.844112851,12.844155232
easy,6,5,2,0.032229117,12.999920437,0.031453533,0.031734447,0.031804139,12.999625583,12.999664618
easy,6,5,3,0.034393024,12.777600463,0.033530304,0.033964163,0.034020432,12.777320016,12.777357993
easy,6,5,4,0.031859743,13.033760647,0.030789681,0.031343684,0.031416563,13.033464913,13.033503596
easy,6,5,5,0.032382966,12.731408839,0.031518438,0.031944964,0.032004179,12.731106736,12.731154157
easy,6,5,6,0.029073607,12.850715819,0.028237228,0.028656091,0.028709768,12.850440382,12.850479063
easy,6,5,7,0.031837229,13.142729676,0.030927381,0.031333061,0.031399422,13.142442352,13.142480161
easy,6,5,8,0.032108272,12.737234986,0.031229977,0.031643339,0.031698297,12.736957312,12.736995864
easy,6,5,9,0.034611514,12.566849085,0.033742103,0.034130322,0.034189422,12.566651309,12.566680597
easy,6,5,10,0.028906921,12.917437580,0.027801803,0.028417729,0.028487114,12.917172506,12.917209342
easy,6,10,1,0.008941650,3.164344772,0.007870635,0.008465072,0.008525941,3.164083959,3.164108167
easy,6,10,2,0.008474603,3.304832892,0.007720446,0.008043447,0.008097118,3.304532821,3.304569694
easy,6,10,3,0.008749586,3.448037361,0.007867317,0.008358301,0.008417343,3.447797778,3.447825983
easy,6,10,4,0.010535595,3.107223123,0.009562461,0.010110741,0.010159640,3.107004410,3.107032294
easy,6,10,5,0.010402980,3.173850598,0.009562002,0.009995510,0.010046288,3.173610259,3.173637827
easy,6,10,6,0.008806778,3.087956676,0.007883409,0.008304418,0.008381671,3.087704014,3.087727231
easy,6,10,7,0.008451203,3.093231518,0.007694861,0.008000590,0.008047235,3.092947350,3.092978889
easy,6,10,8,0.008651454,3.165369642,0.007764519,0.008173804,0.008237640,3.165076324,3.165114126
easy,6,10,9,0.008760256,3.174306817,0.007844887,0.008259531,0.008313230,3.174054979,3.174078663
easy,6,10,10,0.008607011,3.264592999,0.007783308,0.008108934,0.008165817,3.264114588,3.264146107
easy,6,20,1,0.002807882,0.814624078,0.001953632,0.002387090,0.002447034,0.814367695,0.814410524
easy,6,20,2,0.002731567,0.802429667,0.001943419,0.002264122,0.002330287,0.802170686,0.802208885
easy,6,20,3,0.002677764,0.797706116,0.001959472,0.002282505,0.002344691,0.797441381,0.797484054
easy,6,20,4,0.002693828,0.813186222,0.001945919,0.002274030,0.002331916,0.812972241,0.813013365
easy,6,20,5,0.002458000,0.842334975,0.001709726,0.002047605,0.002102603,0.842120419,0.842164661
easy,6,20,6,0.002852900,0.910662264,0.001908777,0.002399103,0.002466574,0.910388364,0.910434485
easy,6,20,7,0.002892926,0.914788419,0.001962135,0.002409315,0.002484264,0.914449030,0.914495673
easy,6,20,8,0.003098217,0.807998402,0.002345874,0.002681089,0.002740725,0.807785578,0.807814490
easy,6,20,9,0.002785603,0.804499660,0.001971258,0.002279502,0.002347987,0.804236271,0.804278915
easy,6,20,10,0.002804934,0.894431858,0.001971329,0.002463700,0.002530761,0.894162788,0.894205683
easy,6,40,1,0.001377273,0.213784247,0.000385131,0.000924383,0.000985415,0.213486119,0.213516494
easy,6,40,2,0.001324663,0.210255261,0.000377464,0.000909886,0.000970538,0.209957861,0.210006973
easy,6,40,3,0.001414460,0.208808859,0.000439246,0.000965016,0.001024727,0.208554942,0.208597293
easy,6,40,4,0.001512958,0.207396898,0.000420365,0.001003454,0.001072641,0.207119379,0.207161265
easy,6,40,5,0.001489042,0.207263082,0.000433841,0.000980295,0.001040705,0.206951852,0.206985014
easy,6,40,6,0.001327805,0.208609119,0.000384891,0.000910551,0.000970645,0.208291473,0.208326571
easy,6,40,7,0.001295428,0.227892642,0.000416503,0.000864454,0.000932553,0.227497166,0.227546074
easy,6,40,8,0.001407447,0.206826914,0.000380898,0.000912014,0.000967836,0.206551553,0.206609040
easy,6,40,9,0.001387433,0.210627344,0.000382442,0.000894230,0.000959948,0.210256918,0.210332160
easy,6,40,10,0.001482093,0.206885858,0.000437501,0.000974882,0.001044920,0.206580400,0.206629353
easy,6,60,1,0.001444763,0.117597510,0.000210371,0.000888601,0.000954654,0.117253325,0.117288904
easy,6,60,2,0.001387230,0.109959329,0.000190887,0.000845511,0.000918763,0.109389419,0.109433059
easy,6,60,3,0.001354875,0.104960296,0.000215208,0.000871742,0.000940875,0.104412762,0.104443077
easy,6,60,4,0.001190045,0.110652050,0.000177049,0.000695582,0.000759892,0.110067518,0.110099755
easy,6,60,5,0.001377310,0.103098533,0.000200045,0.000851686,0.000924520,0.102545933,0.102583804
easy,6,60,6,0.001267261,0.110880558,0.000174716,0.000867464,0.000944121,0.110548230,0.110596855
easy,6,60,7,0.001410803,0.106960780,0.000202481,0.000870446,0.000938367,0.106402266,0.106443935
easy,6,60,8,0.001384980,0.105209719,0.000186872,0.000849302,0.000911586,0.104575425,0.104611658
easy,6,60,9,0.001297433,0.112059989,0.000215429,0.000768807,0.000838902,0.111437498,0.111470795
easy,6,60,10,0.001376536,0.102391811,0.000181547,0.000846362,0.000923560,0.102068806,0.102108652
easy,6,120,1,0.002377909,0.072482803,0.000105179,0.001526820,0.001606681,0.049511278,0.052895285
easy,6,120,2,0.002417565,0.072469204,0.000096320,0.001549471,0.001634339,0.047423966,0.053589909
easy,6,120,3,0.002434664,0.072520094,0.000096486,0.001531879,0.001641617,0.051066085,0.058156770
easy,6,120,4,0.002238826,0.072372741,0.000096176,0.001393749,0.001482105,0.049412578,0.054747323
easy,6,120,5,0.002235879,0.072336856,0.000084338,0.001333085,0.001420340,0.046667501,0.055142617
easy,6,120,6,0.002275721,0.072387439,0.000104853,0.001371708,0.001468514,0.050053593,0.052809911
easy,6,120,7,0.002411438,0.072549202,0.000105578,0.001551648,0.001642404,0.042408470,0.054331819
easy,6,120,8,0.002346699,0.108861876,0.000091889,0.001523336,0.001595769,0.046213476,0.098908646
easy,6,120,9,0.002480821,0.072591041,0.000095434,0.001566558,0.001651395,0.046481148,0.053533737
easy,6,120,10,0.002446911,0.072531577,0.000114179,0.001538212,0.001650475,0.046528392,0.053183191
hard,1,5,1,0.039403472,19.856548823,0.033966593,0.038958786,0.039012934,19.856310284,19.856342919
hard,1,5,2,0.038926248,19.848009945,0.033744178,0.038440627,0.038486833,19.847746279,19.847779780
hard,1,5,3,0.038520266,19.862217786,0.033426881,0.038098245,0.038177234,19.862020318,19.862046604
hard,1,5,4,0.038923520,19.844156391,0.033668724,0.038450038,0.038498395,19.843865182,19.843897658
hard,1,5,5,0.039406490,19.851577207,0.034275833,0.038943616,0.038988929,19.851350963,19.851380882
hard,1,5,6,0.038988847,19.863074957,0.033709320,0.038529167,0.038576712,19.862815429,19.862847424
hard,1,5,7,0.022441734,19.839285149,0.017244684,0.021940826,0.021990231,19.839044020,19.839070867
hard,1,5,8,0.039019352,19.853235312,0.033718638,0.038520950,0.038570232,19.852954309,19.852989958
hard,1,5,9,0.039073904,19.843994644,0.033877520,0.038557246,0.038604172,19.843694582,19.843734164
hard,1,5,10,0.038959946,19.847665807,0.033693919,0.038480388,0.038531019,19.847449390,19.847475931
hard,1,10,1,0.026474635,19.874926403,0.008473699,0.026063195,0.026111056,19.874607399,19.874645566
hard,1,10,2,0.026448451,19.812120776,0.008397765,0.025979490,0.026026591,19.811759713,19.811790461
hard,1,10,3,0.026549732,19.872484875,0.008426212,0.026098900,0.026147166,19.871991414,19.872030064
hard,1,10,4,0.026687195,19.866722731,0.008447799,0.026165810,0.026230061,19.866336212,19.866372743
hard,1,10,5,0.026496664,19.832254441,0.008382409,0.026041153,0.026085862,19.831706355,19.831740376
hard,1,10,6,0.026417893,19.814663925,0.008468345,0.026018500,0.026063656,19.814280498,19.814316194
hard,1,10,7,0.026566183,19.876360343,0.008499627,0.026122485,0.026170241,19.875823068,19.875859595
hard,1,10,8,0.022871124,19.873877857,0.004412356,0.022350332,0.022397109,19.873286623,19.873319098
hard,1,10,9,0.026477110,19.779139957,0.008426345,0.026001282,0.026050782,19.778854579,19.778892983
hard,1,10,10,0.026399058,19.819368963,0.008444522,0.025921155,0.025967868,19.819075127,19.819116501
hard,1,20,1,0.073298545,19.905183587,0.002081226,0.072791165,0.072862111,19.904614402,19.904667927
hard,1,20,2,0.073221502,19.880435178,0.002095457,0.072725604,0.072812318,19.879891674,19.879943401
hard,1,20,3,0.073909884,19.908981529,0.002550472,0.073396282,0.073466691,19.908492643,19.908536416
hard,1,20,4,0.073290949,19.815543674,0.002101579,0.072816369,0.072877471,19.814996968,19.815042733
hard,1,20,5,0.072104782,19.835166780,0.001088038,0.071614867,0.071668440,19.834684085,19.834733739
hard,1,20,6,0.073203947,19.907332676,0.002120882,0.072747880,0.072808577,19.906793161,19.906838123
hard,1,20,7,0.073373915,19.888999776,0.002109020,0.072876604,0.072937929,19.888497480,19.888549058
hard,1,20,8,0.073252995,19.889769252,0.002105610,0.072760328,0.072831733,19.889263631,19.889311399
hard,1,20,9,0.073294669,19.811972761,0.002150260,0.072826953,0.072913543,19.811490915,19.811540319
hard,1,20,10,0.073224875,19.817853777,0.002128475,0.072758895,0.072811240,19.817315728,19.817365065
hard,1,40,1,0.274676974,19.896542430,0.000464501,0.274207054,0.274275178,19.896086781,19.896138927
hard,1,40,2,0.274566672,19.897144544,0.000469598,0.274070047,0.274138629,19.896593467,19.896646679
hard,1,40,3,0.274703178,19.898584640,0.000493960,0.274236542,0.274297039,19.898058603,19.898112118
hard,1,40,4,0.274550578,19.897851121,0.000482766,0.274130728,0.274202111,19.897362843,19.897409836
hard,1,40,5,0.279843314,19.899288753,0.000446949,0.279367031,0.279435887,19.898724865,19.898780168
hard,1,40,6,0.274373643,19.895428879,0.000475252,0.273875554,0.273934690,19.894836277,19.894884531
hard,1,40,7,0.274708049,19.927646741,0.000475506,0.274202851,0.274263971,19.927074981,19.927121241
hard,1,40,8,0.274333655,19.897700484,0.000480783,0.273837009,0.273897994,19.897152776,19.897199002
hard,1,40,9,0.274342627,19.896429111,0.000481149,0.273855125,0.273914571,19.895933657,19.895985884
hard,1,40,10,0.274604491,19.895495852,0.000495416,0.274089881,0.274155867,19.894915409,19.894975822
hard,1,60,1,0.610160861,20.191095231,0.000243658,0.609620040,0.609730887,20.190506371,20.190555342
hard,1,60,2,0.610093895,20.191722777,0.000243938,0.609651057,0.609736875,20.191227917,20.191279914
hard,1,60,3,0.610258425,20.191225151,0.000233074,0.609757228,0.609832323,20.190718542,20.190770255
hard,1,60,4,0.610397702,20.196573952,0.000215492,0.609889312,0.609956834,20.195994768,20.196044158
hard,1,60,5,0.610005568,20.190497106,0.000221682,0.609524569,0.609601405,20.189933178,20.189991522
hard,1,60,6,0.610157682,20.189941156,0.000255609,0.609678530,0.609781076,20.189440311,20.189498176
hard,1,60,7,0.611178063,20.190837148,0.000251992,0.610682554,0.610748359,20.190274970,20.190332330
hard,1,60,8,0.610578001,20.191924605,0.000231605,0.610083839,0.610169360,20.191346354,20.191407043
hard,1,60,9,0.610230318,20.191634339,0.000219149,0.609718192,0.609803930,20.191057636,20.191116766
hard,1,60,10,0.610348473,20.190827875,0.000250976,0.609837823,0.609920247,20.190253874,20.190309248
hard,1,120,1,2.463626725,22.026449328,0.000086534,2.462788010,2.462886939,22.025688298,22.025766608
hard,1,120,2,2.463823194,22.020996669,0.000091196,2.462923061,2.463016099,22.020191393,22.020272604
hard,1,120,3,2.466903485,22.025286141,0.000119171,2.466023972,2.466126022,22.024526686,22.024594913
hard,1,120,4,2.463024852,22.024225532,0.000128389,2.462166311,2.462260238,22.023500196,22.023569949
hard,1,120,5,2.463520254,22.027299837,0.000111201,2.462651487,2.462748505,22.026521175,22.026598564
hard,1,120,6,2.463919792,22.022006628,0.000116424,2.463001397,2.463097806,22.021190620,22.021268577
hard,1,120,7,2.466198012,22.024559018,0.000088644,2.465261572,2.465358328,22.023726000,22.023805331
hard,1,120,8,2.463308615,22.023669941,0.000072078,2.462402730,2.462496727,22.022905993,22.022975679
hard,1,120,9,2.463314982,22.021554143,0.000087499,2.462444842,2.462543813,22.020789320,22.020856181
hard,1,120,10,2.463456405,22.025169243,0.000127523,2.462580785,2.462678676,22.024411220,22.024475823
hard,2,5,1,0.037822745,10.397140728,0.032497379,0.037357332,0.037423748,10.396878359,10.396917890
hard,2,5,2,0.037838370,10.379528162,0.032689022,0.037380974,0.037423463,10.379285899,10.379316982
hard,2,5,3,0.037824224,10.368807957,0.032653261,0.037341040,0.037391981,10.368590838,10.368622601
hard,2,5,4,0.037985596,10.407339318,0.032678114,0.037520102,0.037567524,10.406929419,10.406969421
hard,2,5,5,0.037622273,10.353883756,0.032527630,0.037207648,0.037265146,10.353680094,10.353708455
hard,2,5,6,0.034997448,10.366142188,0.029646104,0.034498629,0.034543353,10.365852950,10.365891527
hard,2,5,7,0.040073173,10.398126015,0.034974257,0.039612802,0.039651526,10.397853925,10.397891121
hard,2,5,8,0.040318149,10.361966210,0.035068188,0.039915242,0.039956099,10.361676994,10.361716947
hard,2,5,9,0.037512339,10.367414206,0.032373835,0.037096159,0.037136808,10.367119599,10.367167953
hard,2,5,10,0.037468036,10.353502497,0.032361812,0.037022890,0.037066704,10.353202675,10.353244087
hard,2,10,1,0.026200094,9.770404311,0.008102476,0.025720149,0.025766784,9.769925919,9.769960742
hard,2,10,2,0.026088593,9.769710572,0.008031576,0.025614770,0.025659608,9.769288736,9.769325810
hard,2,10,3,0.026007797,9.768596217,0.008030615,0.025657287,0.025701388,9.768206275,9.768241886
hard,2,10,4,0.025565937,9.769817656,0.007470845,0.025083020,0.025127736,9.769324097,9.769362374
hard,2,10,5,0.026006291,9.773964757,0.008011244,0.025592454,0.025634390,9.773469488,9.773507070
hard,2,10,6,0.026513862,9.769880773,0.008480106,0.026084275,0.026142280,9.769441767,9.769480901
hard,2,10,7,0.025905513,9.770025813,0.008025002,0.025475053,0.025531139,9.769664523,9.769699599
hard,2,10,8,0.026137460,9.772745172,0.008067292,0.025676350,0.025721818,9.772193860,9.772229128
hard,2,10,9,0.026273701,9.766416975,0.008133845,0.025819321,0.025860652,9.765839960,9.765878801
hard,2,10,10,0.026041141,9.767437345,0.008106439,0.025722329,0.025769089,9.766950091,9.766987261
hard,2,20,1,0.073053363,9.736267251,0.002014739,0.072621726,0.072673096,9.735775429,9.735822096
hard,2,20,2,0.072096077,9.735362473,0.001872488,0.071664026,0.071716407,9.734859958,9.734908313
hard,2,20,3,0.072251430,9.735385950,0.001821495,0.071848560,0.071899295,9.734922393,9.734967534
hard,2,20,4,0.072417827,9.734862074,0.002028196,0.072005455,0.072061926,9.734326772,9.734377448
hard,2,20,5,0.072307406,9.739541868,0.001987311,0.071842812,0.071900478,9.738992663,9.739036612
hard,2,20,6,0.073404800,9.737204209,0.001999432,0.072939143,0.073006188,9.736657052,9.736705406
hard,2,20,7,0.072228877,9.733981252,0.002019209,0.071768994,0.071825740,9.733442034,9.733491100
hard,2,20,8,0.072136642,9.736324088,0.001990374,0.071680129,0.071739145,9.735785930,9.735836009
hard,2,20,9,0.072358091,9.735193447,0.002046468,0.071939504,0.071992512,9.734617952,9.734665317
hard,2,20,10,0.072211927,9.736486011,0.002014953,0.071726454,0.071781711,9.735942227,9.735992234
