difficulty,num_nodes,granularity,trial_id,worker_id,compute_time,pixel_count,iterations
default,1,5,1,1,13.443909945,85375,2266905826
default,1,5,1,2,13.439789516,99825,2261168842
default,1,5,1,3,13.458809171,93325,2268836725
default,1,5,1,4,13.443316320,87475,2267288356
default,1,5,1,5,13.485827928,87000,2272740233
default,1,5,1,6,13.422469293,105750,2250544386
default,1,5,1,7,13.454882041,95775,2268887084
default,1,5,1,8,13.463806961,84200,2270252027
default,1,5,1,9,13.409142668,91375,2261175792
default,1,5,1,10,13.453815710,93600,2268793604
default,1,5,1,11,13.446106627,96100,2267358463
default,1,5,1,12,13.440165690,90850,2266628248
default,1,5,1,13,13.435871032,90375,2264014127
default,1,5,1,14,13.467397907,84725,2263280660
default,1,5,1,15,13.477729006,83950,2272747841
default,1,5,1,16,13.466170052,93825,2270265313
default,1,5,1,17,13.454983613,86825,2268462912
default,1,5,1,18,13.439028637,89250,2265372579
default,1,5,1,19,13.412504828,93625,2261296942
default,1,5,1,20,13.475420172,81150,2272605374
default,1,5,1,21,13.457009452,80900,2269278434
default,1,5,1,22,13.459988047,83525,2258561668
default,1,5,1,23,13.431883259,94800,2263846170
default,1,5,2,1,13.474822778,84425,2272342839
default,1,5,2,2,13.466683968,86725,2270865308
default,1,5,2,3,13.456270450,92800,2269124756
default,1,5,2,4,13.457369093,86700,2269324166
default,1,5,2,5,13.448430210,82725,2267810067
default,1,5,2,6,13.458234543,90825,2269451427
default,1,5,2,7,13.453737918,93325,2268732537
default,1,5,2,8,13.440546411,93375,2266595024
default,1,5,2,9,13.444306184,91350,2267200806
default,1,5,2,10,13.428255071,98825,2257902986
default,1,5,2,11,13.391653099,101775,2258136423
default,1,5,2,12,13.438466428,95200,2253751663
default,1,5,2,13,13.462890404,83800,2270220700
default,1,5,2,14,13.462238067,86250,2269914564
default,1,5,2,15,13.477130900,83600,2272769836
default,1,5,2,16,13.453805078,92675,2259640457
default,1,5,2,17,13.432541266,94300,2265207481
default,1,5,2,18,13.469964251,86075,2271649271
default,1,5,2,19,13.452726252,88025,2268634675
default,1,5,2,20,13.428234256,94425,2242309480
default,1,5,2,21,13.477426748,86775,2272765197
default,1,5,2,22,13.448318708,92450,2267866572
default,1,5,2,23,13.450246338,87175,2268095371
default,1,5,3,1,13.440520504,84750,2266456442
default,1,5,3,2,13.423865921,90475,2263603934
default,1,5,3,3,13.447228051,87950,2267686381
default,1,5,3,4,13.400225781,97925,2253045141
default,1,5,3,5,13.465921124,84025,2270864774
default,1,5,3,6,13.447568213,87450,2267768684
default,1,5,3,7,13.437016001,91300,2265979247
default,1,5,3,8,13.448102880,88050,2253604108
default,1,5,3,9,13.445773574,92525,2266861249
default,1,5,3,10,13.455932091,86725,2268335602
default,1,5,3,11,13.438619932,92250,2265196680
default,1,5,3,12,13.476670209,89675,2263960612
default,1,5,3,13,13.444976519,92700,2267304569
default,1,5,3,14,13.483031745,84025,2263997942
default,1,5,3,15,13.438413092,101175,2266094968
default,1,5,3,16,13.446454572,94650,2266942758
default,1,5,3,17,13.469466106,88950,2271443983
default,1,5,3,18,13.487038247,88425,2272213128
default,1,5,3,19,13.451912690,89075,2268541212
default,1,5,3,20,13.454248681,97800,2268906791
default,1,5,3,21,13.427369644,89450,2261756629
default,1,5,3,22,13.476468238,89325,2272546717
default,1,5,3,23,13.444630476,84925,2267200055
default,1,5,4,1,13.421530509,99500,2263126289
default,1,5,4,2,13.459583527,94875,2253285289
default,1,5,4,3,13.440588581,90575,2266145785
default,1,5,4,4,13.458813619,79975,2269347768
default,1,5,4,5,13.455831890,84050,2268927590
default,1,5,4,6,13.411944869,95800,2261013943
default,1,5,4,7,13.446719314,86550,2267422336
default,1,5,4,8,13.471106585,87575,2268245232
default,1,5,4,9,13.435709558,90050,2265581268
default,1,5,4,10,13.460332296,87575,2269396110
default,1,5,4,11,13.474052785,90000,2271987241
default,1,5,4,12,13.414145014,102325,2261717752
default,1,5,4,13,13.441069242,90150,2266393758
default,1,5,4,14,13.504397072,79950,2276038980
default,1,5,4,15,13.444634899,89675,2266976623
default,1,5,4,16,13.423577274,94000,2262926748
default,1,5,4,17,13.418781518,89800,2262622345
default,1,5,4,18,13.427877232,94600,2264254363
default,1,5,4,19,13.450311976,85750,2268049329
default,1,5,4,20,13.474397827,87950,2271688938
default,1,5,4,21,13.452789593,84025,2268391424
default,1,5,4,22,13.412844362,97475,2261548853
default,1,5,4,23,13.434832445,91375,2265223642
default,1,5,5,1,13.464573979,85275,2270357490
default,1,5,5,2,13.427575783,91825,2255680671
default,1,5,5,3,13.464341248,81225,2270454041
default,1,5,5,4,13.457267238,81150,2263613179
default,1,5,5,5,13.442121287,92325,2266813091
default,1,5,5,6,13.473497977,82700,2265456997
default,1,5,5,7,13.487091230,88800,2274401574
default,1,5,5,8,13.456805047,91125,2263522225
default,1,5,5,9,13.469830749,81475,2271492058
default,1,5,5,10,13.426755537,91000,2264388037
default,1,5,5,11,13.439273602,92850,2264959968
default,1,5,5,12,13.448637466,96875,2266856264
default,1,5,5,13,13.472877640,92175,2271900267
default,1,5,5,14,13.431464794,96550,2249316307
default,1,5,5,15,13.455366377,86575,2268807263
default,1,5,5,16,13.437579669,89600,2261578721
default,1,5,5,17,13.442628040,88850,2266854323
default,1,5,5,18,13.487453617,83800,2273148742
default,1,5,5,19,13.435394979,98925,2265656763
default,1,5,5,20,13.436347749,99750,2265818450
default,1,5,5,21,13.446789841,92475,2266519496
default,1,5,5,22,13.460914159,92775,2269676555
default,1,5,5,23,13.420140005,95500,2263039124
default,1,5,6,1,13.448966162,92550,2267793573
default,1,5,6,2,13.444289409,90950,2266956155
default,1,5,6,3,13.456785155,89725,2269131353
default,1,5,6,4,13.450114514,89575,2268125982
default,1,5,6,5,13.444714506,92600,2265545064
default,1,5,6,6,13.458393136,87975,2269284026
default,1,5,6,7,13.436762584,95600,2264109414
default,1,5,6,8,13.450910988,90475,2210052788
default,1,5,6,9,13.498122873,83950,2275524519
default,1,5,6,10,13.488377559,83500,2274671474
default,1,5,6,11,13.478446311,90875,2272738408
default,1,5,6,12,13.451890174,91425,2263603922
default,1,5,6,13,13.453686186,84600,2268622645
default,1,5,6,14,13.455569606,98375,2255409377
default,1,5,6,15,13.461761589,91375,2269962185
default,1,5,6,16,13.473022603,92100,2271877948
default,1,5,6,17,13.461049762,90575,2268296323
default,1,5,6,18,13.475100781,82350,2272468584
default,1,5,6,19,13.483574621,80500,2273687936
default,1,5,6,20,13.480182598,85050,2273191656
default,1,5,6,21,13.457179592,95650,2267756133
default,1,5,6,22,13.437415600,103025,2261138344
default,1,5,6,23,13.464136335,90800,2270363797
default,1,5,7,1,13.472721941,81275,2271595937
default,1,5,7,2,13.435543915,96950,2257211491
default,1,5,7,3,13.437959283,93250,2265904864
default,1,5,7,4,13.434871093,93325,2265680832
default,1,5,7,5,13.444101035,87750,2267149132
default,1,5,7,6,13.444366727,88800,2250065383
default,1,5,7,7,13.450354207,87325,2268112425
default,1,5,7,8,13.469099058,90175,2269210729
default,1,5,7,9,13.451994755,92175,2268332863
default,1,5,7,10,13.477967522,92350,2272982196
default,1,5,7,11,13.451926481,93275,2268045728
default,1,5,7,12,13.470873858,83975,2271754645
default,1,5,7,13,13.448593358,87900,2267789836
default,1,5,7,14,13.459117162,93425,2265869367
default,1,5,7,15,13.465354389,82600,2270620452
default,1,5,7,16,13.454189925,92475,2268906109
default,1,5,7,17,13.450746437,96875,2268212057
default,1,5,7,18,13.455033628,84925,2268793600
default,1,5,7,19,13.457354051,84875,2267081845
default,1,5,7,20,13.479480242,85800,2262997805
default,1,5,7,21,13.416962838,101550,2262442089
default,1,5,7,22,13.437640409,92050,2257514322
default,1,5,7,23,13.426458604,90500,2264037899
default,1,5,8,1,13.464549204,85850,2270512866
default,1,5,8,2,13.418872441,95950,2260151598
default,1,5,8,3,13.430007255,89125,2264766564
default,1,5,8,4,13.459442822,89600,2252675765
default,1,5,8,5,13.457396849,91475,2269402066
default,1,5,8,6,13.436203531,90375,2256244040
default,1,5,8,7,13.438370569,94500,2266144455
default,1,5,8,8,13.420475585,91000,2263003257
default,1,5,8,9,13.480283771,87525,2272809345
default,1,5,8,10,13.486725947,91975,2274256880
default,1,5,8,11,13.517406246,86025,2279452829
default,1,5,8,12,13.480298736,88975,2272939564
default,1,5,8,13,13.490484047,79725,2274948635
default,1,5,8,14,13.473332878,86900,2270600403
default,1,5,8,15,13.436156999,85550,2265743912
default,1,5,8,16,13.439663453,96575,2240052198
default,1,5,8,17,13.476143379,81750,2272503875
default,1,5,8,18,13.453934516,85850,2268639907
default,1,5,8,19,13.430723269,90800,2264408370
default,1,5,8,20,13.414241762,103450,2261741953
default,1,5,8,21,13.456605706,89450,2269053660
default,1,5,8,22,13.424091067,104050,2263017852
default,1,5,8,23,13.445164633,87125,2267241612
default,1,5,9,1,13.468204714,92200,2271173656
default,1,5,9,2,13.440992123,94600,2266720856
default,1,5,9,3,13.462642034,84300,2268800315
default,1,5,9,4,13.442272380,96600,2263252369
default,1,5,9,5,13.460046027,91250,2269223334
default,1,5,9,6,13.433819545,98775,2265531442
default,1,5,9,7,13.426876170,101350,2264211745
default,1,5,9,8,13.430424805,97325,2264940076
default,1,5,9,9,13.447032572,81925,2267626290
default,1,5,9,10,13.427675533,90400,2245922947
default,1,5,9,11,13.446191493,80725,2267500127
default,1,5,9,12,13.431416390,89900,2265245473
default,1,5,9,13,13.444202877,87925,2267112814
default,1,5,9,14,13.439556399,91100,2266522352
default,1,5,9,15,13.420279319,93250,2263014915
default,1,5,9,16,13.429742969,90850,2249380397
default,1,5,9,17,13.447700527,86900,2267729978
default,1,5,9,18,13.451986742,91200,2268454624
default,1,5,9,19,13.462263091,83750,2270119118
default,1,5,9,20,13.483270441,85525,2272855895
default,1,5,9,21,13.443591919,91725,2266989704
default,1,5,9,22,13.493707174,86425,2275651032
default,1,5,9,23,13.477626953,85600,2272332147
default,1,5,10,1,13.441129410,97225,2266491158
default,1,5,10,2,13.411599515,94275,2223050954
default,1,5,10,3,13.418844797,100725,2262494734
default,1,5,10,4,13.453760064,89425,2260366911
default,1,5,10,5,13.426277922,101725,2263952520
default,1,5,10,6,13.459999351,81925,2263944737
default,1,5,10,7,13.454671601,85350,2268844783
default,1,5,10,8,13.471818111,85325,2271913405
default,1,5,10,9,13.467303365,87825,2270921809
default,1,5,10,10,13.468648352,90625,2267344035
default,1,5,10,11,13.475636780,88650,2272372862
default,1,5,10,12,13.472858214,91850,2271774494
default,1,5,10,13,13.462287648,90175,2270069827
default,1,5,10,14,13.456134602,85075,2263586528
default,1,5,10,15,13.473832074,82375,2272110108
default,1,5,10,16,13.499867504,83275,2276275534
default,1,5,10,17,13.465697075,86425,2270480007
default,1,5,10,18,13.446725177,93825,2267607619
default,1,5,10,19,13.436686974,88850,2264922546
default,1,5,10,20,13.478592339,88750,2272709352
default,1,5,10,21,13.446171140,87350,2267381780
default,1,5,10,22,13.432255562,99000,2265029391
default,1,5,10,23,13.442326051,93575,2266666512
default,1,10,1,1,13.469557386,94000,2271001151
default,1,10,1,2,13.484117574,91000,2273645684
default,1,10,1,3,13.472256410,102700,2271351667
default,1,10,1,4,13.514068091,84200,2277966313
default,1,10,1,5,13.481245870,96800,2272945324
default,1,10,1,6,13.481705666,75900,2273434781
default,1,10,1,7,13.474970444,88600,2271947104
default,1,10,1,8,13.474573335,109500,2271805455
default,1,10,1,9,13.484941893,80300,2273670273
default,1,10,1,10,13.482225163,97900,2273239298
default,1,10,1,11,13.505343494,74600,2277135777
default,1,10,1,12,13.464923273,100600,2267860348
default,1,10,1,13,13.450054921,119600,2267692972
default,1,10,1,14,13.506952045,99900,2277466698
default,1,10,1,15,13.478240481,91700,2272491086
default,1,10,1,16,13.520245686,83600,2279828789
default,1,10,1,17,13.555660034,74800,2284968266
default,1,10,1,18,13.568840706,86800,2282753159
default,1,10,1,19,13.507794089,77700,2277253908
default,1,10,1,20,13.536228479,76500,2282549707
default,1,10,1,21,13.499364870,81700,2276004115
default,1,10,1,22,13.478473363,90800,2068445498
default,1,10,1,23,13.492728190,94400,2274892608
default,1,10,2,1,13.516791801,93800,2278752303
default,1,10,2,2,13.511315073,85800,2278408904
default,1,10,2,3,13.558745865,64700,2284239849
default,1,10,2,4,13.566318201,68600,2287604001
default,1,10,2,5,13.493457588,109900,2274816097
default,1,10,2,6,13.506841243,120000,2277535160
default,1,10,2,7,13.504291571,104600,2276631621
default,1,10,2,8,13.536609067,83900,2282456074
default,1,10,2,9,13.532064443,94400,2281266761
default,1,10,2,10,13.517232545,93400,2279261502
default,1,10,2,11,13.513581228,92000,2278076531
default,1,10,2,12,13.537713254,78400,2282616114
default,1,10,2,13,13.527273020,86600,2280480133
default,1,10,2,14,13.568659023,64500,2288041656
default,1,10,2,15,13.565816101,76600,2287098006
default,1,10,2,16,13.509836189,107000,2276274297
default,1,10,2,17,13.506416336,110400,2276983434
default,1,10,2,18,13.611575690,62900,1958450219
default,1,10,2,19,13.512943022,88200,2277818967
default,1,10,2,20,13.500215258,124500,2273377738
default,1,10,2,21,13.574894145,70600,2288588724
default,1,10,2,22,13.508821604,100300,2271112126
default,1,10,2,23,13.526746742,92500,2280459764
default,1,10,3,1,13.502115875,115300,2276365233
default,1,10,3,2,13.520086681,99200,2278619879
default,1,10,3,3,13.516198901,105700,2278706883
default,1,10,3,4,13.519362043,92600,2279061370
default,1,10,3,5,13.502844471,120600,2276473114
default,1,10,3,6,13.575799507,92300,2186282358
default,1,10,3,7,13.510777870,89300,2277879713
default,1,10,3,8,13.519198046,78700,2015820544
default,1,10,3,9,13.539843649,85600,2282636181
default,1,10,3,10,13.546393690,86100,2283776936
default,1,10,3,11,13.509661600,91400,2277341244
default,1,10,3,12,13.576752830,90500,2287686685
default,1,10,3,13,13.539529913,77100,2282731659
default,1,10,3,14,13.577958570,72100,2287345200
default,1,10,3,15,13.529138956,101500,2280338343
default,1,10,3,16,13.542595108,90900,2282171612
default,1,10,3,17,13.553091753,92800,2284297037
default,1,10,3,18,13.548493816,88600,2284022386
default,1,10,3,19,13.577997161,66600,2289254126
default,1,10,3,20,13.551093318,90900,2280100261
default,1,10,3,21,13.522722665,90500,2279947054
default,1,10,3,22,13.560749042,80800,2286267642
default,1,10,3,23,13.545124660,74500,2283224521
default,1,10,4,1,13.491825894,73100,2274625903
default,1,10,4,2,13.474956264,108400,2271763003
default,1,10,4,3,13.449408774,101200,2267500850
default,1,10,4,4,13.477927093,98400,2271947609
default,1,10,4,5,13.479828162,98300,2272631428
default,1,10,4,6,13.485921956,81200,2271992690
default,1,10,4,7,13.513957594,68500,2278349610
default,1,10,4,8,13.466263553,89700,2240206090
default,1,10,4,9,13.535187084,67600,2282050149
default,1,10,4,10,13.477327921,103700,2268896123
default,1,10,4,11,13.476529117,85500,2272073718
default,1,10,4,12,13.465077616,76100,2269475601
default,1,10,4,13,13.466269682,84000,2270383227
default,1,10,4,14,13.454890279,101800,2268455839
default,1,10,4,15,13.503820754,72200,2276797787
default,1,10,4,16,13.463323625,97700,2267354648
default,1,10,4,17,13.539912950,102100,2282723930
default,1,10,4,18,13.491668253,95100,2274320254
default,1,10,4,19,13.465595454,118000,2270222066
default,1,10,4,20,13.475437593,90900,2271936872
default,1,10,4,21,13.484146534,98000,2273314934
default,1,10,4,22,13.492440601,87200,2145883676
default,1,10,4,23,13.507884895,74900,2277443974
default,1,10,5,1,13.461364597,127600,2269294989
default,1,10,5,2,13.470788522,90800,2271216131
default,1,10,5,3,13.481041013,98000,2272661295
default,1,10,5,4,13.505804779,101200,2151950872
default,1,10,5,5,13.531367249,79600,2281162166
default,1,10,5,6,13.478616883,86400,2269460744
default,1,10,5,7,13.522780667,62900,2279224425
default,1,10,5,8,13.482456050,92400,2269242873
default,1,10,5,9,13.477751339,105500,2272119415
default,1,10,5,10,13.495036858,88200,2265040424
default,1,10,5,11,13.528246744,72100,2279558791
default,1,10,5,12,13.531113661,79400,2208202031
default,1,10,5,13,13.506059016,93200,2276862159
default,1,10,5,14,13.501540757,92500,2276249789
default,1,10,5,15,13.508747972,81900,2277251872
default,1,10,5,16,13.544865362,73000,2271510622
default,1,10,5,17,13.480468921,96000,2272724513
default,1,10,5,18,13.479132592,118200,2272523440
default,1,10,5,19,13.492785495,91600,2274556389
default,1,10,5,20,13.517427712,76000,2278732764
default,1,10,5,21,13.538760840,73600,2282476237
default,1,10,5,22,13.494906824,109100,2269870304
default,1,10,5,23,13.522400640,84400,2278457736
default,1,10,6,1,13.494737062,98400,2275035351
default,1,10,6,2,13.575099116,73900,2065834893
default,1,10,6,3,13.502473548,101400,2276281543
default,1,10,6,4,13.555267023,70500,2285185312
default,1,10,6,5,13.513839865,95700,2278268859
default,1,10,6,6,13.526958418,110100,2271098288
default,1,10,6,7,13.537555915,80000,2282353586
default,1,10,6,8,13.511273553,109100,2278023287
default,1,10,6,9,13.515865216,90700,2278637069
default,1,10,6,10,13.512908690,82400,2273659295
default,1,10,6,11,13.529049693,101300,2280817135
default,1,10,6,12,13.515230120,76700,2277382308
default,1,10,6,13,13.504418494,122200,2276509993
default,1,10,6,14,13.537388476,85200,2205677683
default,1,10,6,15,13.506740945,97800,2277084065
default,1,10,6,16,13.525156686,92500,2258934667
default,1,10,6,17,13.563357003,64300,2286670617
default,1,10,6,18,13.539953105,85700,2282594738
default,1,10,6,19,13.525180929,119300,2280131400
default,1,10,6,20,13.520471105,92600,2279099684
default,1,10,6,21,13.554588683,86400,2285087789
default,1,10,6,22,13.565882878,55500,2286766316
default,1,10,6,23,13.519620871,81900,2279216103
default,1,10,7,1,13.455610839,94600,2268317258
default,1,10,7,2,13.479622911,89000,2272380006
default,1,10,7,3,13.514119219,83800,2278092570
default,1,10,7,4,13.472252724,98300,2268186355
default,1,10,7,5,13.477374323,77400,2271849495
default,1,10,7,6,13.488321701,74300,2273904755
default,1,10,7,7,13.453012787,111700,2268055131
default,1,10,7,8,13.449508238,82800,2266571992
default,1,10,7,9,13.467528309,85700,2270034017
default,1,10,7,10,13.516714101,64400,2240902291
default,1,10,7,11,13.458057209,91400,2268767602
default,1,10,7,12,13.449342648,94400,2267441893
default,1,10,7,13,13.481811220,81100,2272743164
default,1,10,7,14,13.448387079,99800,2263871282
default,1,10,7,15,13.513874435,83900,2278087816
default,1,10,7,16,13.446922538,106400,2185855164
default,1,10,7,17,13.464307888,97000,2269811844
default,1,10,7,18,13.490361790,96700,2274392006
default,1,10,7,19,13.486272636,75400,2273565913
default,1,10,7,20,13.511387088,84100,2277860357
default,1,10,7,21,13.440710166,123000,2265899742
default,1,10,7,22,13.478352703,98000,2270106134
default,1,10,7,23,13.487377652,80400,2273653194
default,1,10,8,1,13.423227700,96700,2262975880
default,1,10,8,2,13.418566892,121600,2259771214
default,1,10,8,3,13.493257418,65800,2274869318
default,1,10,8,4,13.429266712,93900,2258629063
default,1,10,8,5,13.436459011,76000,2265225946
default,1,10,8,6,13.427144254,95000,2263568525
default,1,10,8,7,13.422291565,111400,2262602789
default,1,10,8,8,13.446413341,84300,2266155521
default,1,10,8,9,13.450290489,109900,2267402358
default,1,10,8,10,13.453558119,75500,2251145038
default,1,10,8,11,13.424781528,90300,2263274330
default,1,10,8,12,13.409277383,114700,2260256566
default,1,10,8,13,13.455553089,94400,2267902479
default,1,10,8,14,13.458285948,91700,2268919348
default,1,10,8,15,13.462535346,87700,2269760600
default,1,10,8,16,13.474230793,79700,2271456449
default,1,10,8,17,13.444709977,111900,2266635973
default,1,10,8,18,13.476480945,90100,2268921484
default,1,10,8,19,13.481697704,60700,2272698426
default,1,10,8,20,13.483074603,83100,2272733707
default,1,10,8,21,13.467196608,79400,2270444805
default,1,10,8,22,13.441419235,89500,2264042941
default,1,10,8,23,13.469923961,70300,2270957221
default,1,10,9,1,13.535456885,90600,2281906229
default,1,10,9,2,13.522353113,82100,1941076466
default,1,10,9,3,13.532681336,88200,2281199309
default,1,10,9,4,13.517467783,108000,2279167988
default,1,10,9,5,13.511387491,94700,2277798844
default,1,10,9,6,13.538274224,93200,2262576058
default,1,10,9,7,13.543295343,74800,2283324067
default,1,10,9,8,13.519517602,111600,2278260841
default,1,10,9,9,13.531025031,72300,2281215487
default,1,10,9,10,13.536730761,78500,2282384239
default,1,10,9,11,13.526126721,87200,2280374380
default,1,10,9,12,13.537602710,80900,2281407377
default,1,10,9,13,13.506114140,95500,2276979462
default,1,10,9,14,13.582933506,75600,2284528544
default,1,10,9,15,13.507389284,91700,2276967899
default,1,10,9,16,13.559128997,88400,2285948048
default,1,10,9,17,13.537924286,111800,2282303880
default,1,10,9,18,13.590867776,69100,2290701425
default,1,10,9,19,13.512690371,95500,2278010587
default,1,10,9,20,13.555826384,80500,2284499076
default,1,10,9,21,13.526224305,118300,2279170512
default,1,10,9,22,13.555126265,84800,2285644221
default,1,10,9,23,13.558265174,100300,2284905042
default,1,10,10,1,13.460488913,81700,2268795124
default,1,10,10,2,13.440074787,79700,2261783275
default,1,10,10,3,13.410870229,101300,2260775634
default,1,10,10,4,13.478016578,80200,2268939626
default,1,10,10,5,13.474855170,77000,2271659141
default,1,10,10,6,13.444145808,101000,2265170483
default,1,10,10,7,13.420046459,100600,2262261651
default,1,10,10,8,13.448011727,90100,2267246443
default,1,10,10,9,13.469240203,66800,2269733289
default,1,10,10,10,13.498788293,68700,2275447640
default,1,10,10,11,13.425971235,97500,2263389297
default,1,10,10,12,13.469412824,90600,2270436463
default,1,10,10,13,13.440120363,86900,2265743907
default,1,10,10,14,13.424741127,92100,2262774949
default,1,10,10,15,13.438280735,93500,2265291513
default,1,10,10,16,13.410763854,120500,2253665335
default,1,10,10,17,13.452606222,88100,2267753010
default,1,10,10,18,13.429475867,108600,2263911941
default,1,10,10,19,13.454985336,85700,2268165297
default,1,10,10,20,13.465846575,79900,2268493732
default,1,10,10,21,13.435346383,103200,2264639185
default,1,10,10,22,13.449906481,101100,2267484919
default,1,10,10,23,13.448226979,78800,2266788127
default,1,20,1,1,13.508608330,50000,2277829934
default,1,20,1,2,13.488718797,74000,2274289489
default,1,20,1,3,13.554060461,20400,2285251654
default,1,20,1,4,13.383534571,248000,2256628861
default,1,20,1,5,13.633532397,34800,2298937880
default,1,20,1,6,13.532294898,56800,2281633308
default,1,20,1,7,13.488987875,54000,2274557929
default,1,20,1,8,13.403988875,152000,2259139903
default,1,20,1,9,13.606366814,45200,2294326034
default,1,20,1,10,13.382223408,269200,2097201924
default,1,20,1,11,13.597363399,56400,2292816802
default,1,20,1,12,13.481628620,50000,2273283940
default,1,20,1,13,13.394250305,203600,2258353862
default,1,20,1,14,13.611889452,47600,2264710720
default,1,20,1,15,13.506565491,38000,2277038566
default,1,20,1,16,13.448446660,102400,2264810333
default,1,20,1,17,13.443196970,33200,2266825870
default,1,20,1,18,13.458961152,49200,2269071976
default,1,20,1,19,13.395796892,198000,2258366008
default,1,20,1,20,13.470281995,58400,2270212945
default,1,20,1,21,13.429013561,126000,2264183906
default,1,20,1,22,13.518560145,32400,2279516155
default,1,20,1,23,13.532368475,74000,2281282189
default,1,20,2,1,13.441180146,54400,2266281609
default,1,20,2,2,13.474925102,79200,2271323278
default,1,20,2,3,13.614675470,38800,2295593930
default,1,20,2,4,13.527656910,34800,2281128170
default,1,20,2,5,13.620873941,39200,2296309930
default,1,20,2,6,13.614654336,59600,2291582343
default,1,20,2,7,13.579557602,97600,2289611531
default,1,20,2,8,13.422356351,52800,2263414981
default,1,20,2,9,13.456937934,74800,2268828298
default,1,20,2,10,13.494230894,94000,2272017547
default,1,20,2,11,13.415113894,92000,2261919839
default,1,20,2,12,13.379947306,237600,2196147438
default,1,20,2,13,13.483603850,69600,2273447350
default,1,20,2,14,13.575676962,29200,2289267087
default,1,20,2,15,13.541993119,44400,2283199061
default,1,20,2,16,13.385816927,257200,2255861311
default,1,20,2,17,13.489040644,54800,2274390906
default,1,20,2,18,13.515603174,63600,2278574787
default,1,20,2,19,13.383938473,230000,2256493937
default,1,20,2,20,13.484422469,46800,2273714329
default,1,20,2,21,13.455369337,53600,2268640903
default,1,20,2,22,13.478339713,29600,2155952287
default,1,20,2,23,13.384702455,240000,2256569336
default,1,20,3,1,13.463200662,51600,2270117068
default,1,20,3,2,13.625088241,60400,2294934417
default,1,20,3,3,13.548173396,44800,2284418975
default,1,20,3,4,13.654622395,86000,2302232592
default,1,20,3,5,13.412883069,241200,2261515820
default,1,20,3,6,13.501779576,63600,2020342547
default,1,20,3,7,13.456855875,56000,2269055712
default,1,20,3,8,13.495246098,68000,2274254290
default,1,20,3,9,13.641347145,39200,2298869913
default,1,20,3,10,13.396800314,254400,2257706122
default,1,20,3,11,13.532289682,52400,2281733066
default,1,20,3,12,13.406058256,221200,2259933764
default,1,20,3,13,13.514569869,38400,2278789817
default,1,20,3,14,13.488916697,39600,2274330347
default,1,20,3,15,13.455001894,73200,2267648799
default,1,20,3,16,13.527331218,20400,2275921794
default,1,20,3,17,13.398349798,253600,2258919563
default,1,20,3,18,13.618597559,46000,2296076051
default,1,20,3,19,13.525375047,73200,2280551791
default,1,20,3,20,13.561358203,22800,2286482806
default,1,20,3,21,13.432794065,132000,2264908797
default,1,20,3,22,13.568798684,81600,2287550172
default,1,20,3,23,13.485728774,54000,2273975965
default,1,20,4,1,13.589780258,51600,2291452273
default,1,20,4,2,13.417682836,48800,2244651142
default,1,20,4,3,13.400187896,104000,2257812810
default,1,20,4,4,13.502055007,63600,2276345845
default,1,20,4,5,13.376077821,262400,2255286443
default,1,20,4,6,13.525469795,44400,2280847885
default,1,20,4,7,13.363524622,268800,2252993095
default,1,20,4,8,13.489904625,64400,2270372454
default,1,20,4,9,13.605414544,42400,2294185847
default,1,20,4,10,13.462360545,70400,2269753706
default,1,20,4,11,13.365848434,218400,2252848965
default,1,20,4,12,13.429082142,66000,2261497102
default,1,20,4,13,13.449995015,51200,2267896450
default,1,20,4,14,13.437783757,54000,2265926719
default,1,20,4,15,13.578544617,57200,2289634053
default,1,20,4,16,13.602553868,25600,2291078542
default,1,20,4,17,13.463191683,85200,2270070250
default,1,20,4,18,13.483800881,43200,2273885555
default,1,20,4,19,13.450265344,34000,2267949716
default,1,20,4,20,13.504175067,34800,2277253794
default,1,20,4,21,13.385726438,151600,2257008750
default,1,20,4,22,13.515903925,43200,2196171057
default,1,20,4,23,13.375885863,188400,2255347735
default,1,20,5,1,13.640117394,84000,2299957800
default,1,20,5,2,13.471369044,51600,2271390989
default,1,20,5,3,13.418706977,216000,2260462735
default,1,20,5,4,13.505756054,57200,2178475731
default,1,20,5,5,13.437766997,86000,2265848634
default,1,20,5,6,13.486109807,51200,2268822580
default,1,20,5,7,13.623184845,50800,2297079068
default,1,20,5,8,13.633833096,56800,2298609237
default,1,20,5,9,13.514983088,36400,2278909528
default,1,20,5,10,13.475910982,63600,2272361173
default,1,20,5,11,13.487091094,49600,2274156575
default,1,20,5,12,13.509233617,28400,2277903742
default,1,20,5,13,13.547923904,89200,2284375937
default,1,20,5,14,13.485931498,78400,2272873273
default,1,20,5,15,13.603845813,78400,2293815444
default,1,20,5,16,13.409034225,226400,2260890287
default,1,20,5,17,13.394646271,257600,2258304473
default,1,20,5,18,13.413844921,240000,2110581097
default,1,20,5,19,13.550635439,46800,2284869466
default,1,20,5,20,13.526391681,34800,2280708901
default,1,20,5,21,13.505552134,38800,2277258092
default,1,20,5,22,13.437069333,88400,2263608101
default,1,20,5,23,13.574683967,63200,2289007325
default,1,20,6,1,13.477482882,40800,2272418134
default,1,20,6,2,13.436438904,66800,2158482601
default,1,20,6,3,13.465730362,64000,2270398655
default,1,20,6,4,13.395130848,137600,2258727133
default,1,20,6,5,13.582747974,33200,2290254083
default,1,20,6,6,13.371395980,229600,2254602646
